ID;site_abbreviation;zone_geo;nouvelle_categorie;fonction_nom;obj_nom;obj_inv;obj_nmi;obj_NR;obj_typologie;materiau_nom;obj_remarque;phase_date_debut;phase_date_fin;phase_num;province_nom;us_nom;typo_ER;quartier_nom;typeUS_nom;batiment_nom;type_espace_nom
1;PAN;Gaule du Sud;couteau;instrument;couteau;OBJ PAN12-07;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12001;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2;PAN;Gaule du Sud;équipement équestre et bovin;équipement équestre et bovin;hipposandale ?;OBJ PAN12-27;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12001;RRB;relai routier;US technique;NULL;type d'espace indéterminé
3;PAN;Gaule du Sud;hydraulique;hydraulique;frette de canalisation;OBJ PAN12-13;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12021;RRB;relai routier;niveau d'occupation;PAN_espace A1;bâtiment d'habitation
4;PAN;Gaule du Sud;travail du métal;travail du métal;coin ?;OBJ PAN12-20;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12021;RRB;relai routier;niveau d'occupation;PAN_espace A1;bâtiment d'habitation
5;PAN;Gaule du Sud;ameublement;ameublement;applique décorative;OBJ PAN12-25;1;1;;alliage cuivreux;;0;0;307;Gaule Narbonnaise;US 12035;RRB;relai routier;fosse à pierre;NULL;bâtiment d'habitation
6;PAN;Gaule du Sud;divers;ameublement;ferrure;OBJ PAN12-19;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12043;RRB;relai routier;niveau de démolition;PAN_espace A2;bâtiment de nature indéterminé
7;PAN;Gaule du Sud;indéterminé;indéterminé;tuyau ?;OBJ PAN12-36;1;1;;plomb;;0;0;307;Gaule Narbonnaise;US 12046;RRB;relai routier;niveau d'occupation;PAN_espace A1;bâtiment d'habitation
8;PAN;Gaule du Sud;indéterminé;indéterminé;chute ?;OBJ PAN12-33;1;1;;plomb;;0;0;307;Gaule Narbonnaise;US 12050;RRB;relai routier;niveau de démolition;PAN_espace A4;bâtiment de nature indéterminé
9;PAN;Gaule du Sud;élément de jeu;jeu, comptage;jeton;OBJ PAN12-09;1;1;;os;;0;0;307;Gaule Narbonnaise;US 12070;RRB;relai routier;remblai;PAN_espace D2;bâtiment d'habitation
10;PAN;Gaule du Sud;hydraulique;hydraulique;frette de canalisation;OBJ PAN12-12;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12070;RRB;relai routier;remblai;PAN_espace D2;bâtiment d'habitation
11;PAN;Gaule du Sud;indéterminé;indéterminé;plaque;OBJ PAN12-38;1;3;;fer;;0;0;307;Gaule Narbonnaise;US 12105;RRB;relai routier;niveau d'occupation;PAN_espace D2;bâtiment d'habitation
12;PAN;Gaule du Sud;fibule;parure, vêtement;fibule;OBJ PAN12-24;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 12138;RRB;relai routier;niveau d'occupation;PAN_espace G;type d'espace indéterminé
13;PAN;Gaule du Sud;commerce, échange;mesure;curseur de balance;inv. 3;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14018;RRB;relai routier;niveau de démolition;PAN_espace A5;bâtiment de nature indéterminé
14;PAN;Gaule du Sud;divers;divers;coulure;sans inv.;2;2;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14019;RRB;relai routier;us technique;PAN_espace G2;bâtiment d'habitation
15;PAN;Gaule du Sud;travail du métal;travail du métal;scorie;sans inv.;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 14022;RRB;relai routier;us technique;PAN_espace J1;bâtiment d'habitation
16;PAN;Gaule du Sud;couteau;instrument;couteau;inv. 15;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 14049;RRB;relai routier;niveau de démolition;NULL;bâtiment d'habitation
17;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;inv. 17;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14093;RRB;relai routier;niveau de démolition;PAN_espace M4;bâtiment de nature indéterminé
18;PAN;Gaule du Sud;divers;divers;tôle;inv. 23;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14094;RRB;relai routier;niveau de démolition;PAN_espace M;bâtiment de nature indéterminé
19;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;inv. 29;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14281;RRB;relai routier;niveau de démolition;PAN_espace M7;bâtiment de nature indéterminé
20;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;inv. 30;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;US 14281;RRB;relai routier;niveau de démolition;PAN_espace M7;bâtiment de nature indéterminé
21;PAN;Gaule du Sud;indéterminé;indéterminé;outil ?;inv. 14;1;1;;métal indéterminé;;0;0;307;Gaule Narbonnaise;sans US;RRB;relai routier;hors stratigraphie;NULL;type d'espace indéterminé
22;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;PAN15-E-05;1;2;;fer;;0;0;307;Gaule Narbonnaise;US 15005;RRB;relai routier;US technique;NULL;type d'espace indéterminé
23;PAN;Gaule du Sud;architecture;architecture;patte de scellement;PAN15-E-03;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 15034;RRB;relai routier;niveau de démolition;NULL;bâtiment d'habitation
24;PAN;Gaule du Sud;ameublement;ameublement;clou décoratif;PAN15-E-01;1;1;;alliage cuivreux, plomb et fer;;0;0;307;Gaule Narbonnaise;US 15042;RRB;relai routier;niveau de démolition;NULL;bassin
25;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;PAN15-E-04;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 15050;RRB;relai routier;US technique;NULL;type d'espace indéterminé
26;PAN;Gaule du Sud;agriculture, élevage;agriculture, élevage;serpe;PAN15-E-02;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 15057;RRB;relai routier;comblement de bassin;NULL;bassin
27;PAN;Gaule du Sud;indéterminé;indéterminé;objet indéterminé;PAN15-E-06;1;1;;os;;0;0;307;Gaule Narbonnaise;US 15057;RRB;relai routier;comblement de bassin;NULL;bassin
28;PAN;Gaule du Sud;ameublement;ameublement;crampon;PAN15-E-07;1;1;;fer;;0;0;307;Gaule Narbonnaise;US 15122;RRB;relai routier;niveau de démolition;NULL;bâtiment d'habitation
29;PAN;Gaule du Sud;ameublement;ameublement;placage de meuble;PAN15-E-10;1;1;;alliage cuivreux;;0;0;307;Gaule Narbonnaise;US 15142;RRB;relai routier;niveau de sol;NULL;type d'espace indéterminé
30;PAN;Gaule du Sud;divers;divers;coulure;PAN-16-O-199;1;1;;alliage cuivreux;;20;90;311;Gaule Narbonnaise;US 16767;RRB;relai routier;type indéterminé;PAN_espace L3;thermes
31;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 2;1;6;;fer;;70;300;341;Gaule Belgique;F2;ER2;pars rustica;comblement de la cave;NULL;cave
32;BCD;Gaule du Nord;ameublement;ameublement;clou décoratif;inv. 3;1;1;;alliage cuivreux;;70;300;341;Gaule Belgique;F2;ER2;pars rustica;comblement de la cave;NULL;cave
33;BCD;Gaule du Nord;indéterminé;indéterminé;gobelet ?;sans inv.;1;1;;verre;;70;300;341;Gaule Belgique;F523;ER2;pars rustica;comblement du trou de poteau;NULL;type d'espace indéterminé
34;BCD;Gaule du Nord;bouteille;commerce, échange;bouteille;sans inv.;3;3;;verre;;70;300;341;Gaule Belgique;F523;ER2;pars rustica;comblement du trou de poteau;NULL;type d'espace indéterminé
35;BCD;Gaule du Nord;vaisselle;divers domestique;récipient indéterminé;sans inv.;10;10;;verre;;70;300;341;Gaule Belgique;F523;ER2;pars rustica;comblement du trou de poteau;NULL;type d'espace indéterminé
36;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 2;1;19;;fer;;250;300;342;Gaule Belgique;F26;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
37;BCD;Gaule du Nord;ameublement;ameublement;clou décoratif;inv. 3;1;1;;alliage cuivreux;;250;300;342;Gaule Belgique;F26;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
38;BCD;Gaule du Nord;ameublement;ameublement;clou décoratif;inv. 4;1;1;;alliage cuivreux;;250;300;342;Gaule Belgique;F26;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
39;BCD;Gaule du Nord;couteau;instrument;canif;inv. 5;1;1;Bertrand 2021, type 1;fer,os;;250;300;342;Gaule Belgique;F26;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
40;BCD;Gaule du Nord;divers;divers domestique;vase;sans inv.;1;1;;verre;;250;300;342;Gaule Belgique;F26;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
41;BCD;Gaule du Nord;ameublement;ameublement;applique décorative;inv. 1;1;1;;alliage cuivreux;;250;300;342;Gaule Belgique;F79;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
42;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 1;1;1;;fer;;250;300;342;Gaule Belgique;F131;ER2;pars rustica;comblement de fossé;NULL;type d'espace indéterminé
43;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;250;300;342;Gaule Belgique;F133;ER2;pars rustica;comblement de fossé;NULL;voie
44;BCD;Gaule du Nord;indéterminé;indéterminé;clou en t ?;inv. 1;1;1;;fer;;250;300;342;Gaule Belgique;F177;ER2;pars rustica;comblement de fossé;NULL;type d'espace indéterminé
45;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;4;;fer;;250;300;342;Gaule Belgique;F326;ER2;pars rustica;comblement de la cave;BCD_structure 10;cave
46;BCD;Gaule du Nord;divers;divers domestique;ferrure;inv. 1;1;2;;fer;;250;300;342;Gaule Belgique;F528;ER2;pars rustica;comblement de puits;NULL;puits
47;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 3;1;1;;fer;;250;300;342;Gaule Belgique;F528;ER2;pars rustica;comblement de puits;NULL;puits
48;BCD;Gaule du Nord;divers;divers domestique;ferrure;inv. 4;1;1;;fer;;250;300;342;Gaule Belgique;F528;ER2;pars rustica;comblement de puits;NULL;puits
49;BCD;Gaule du Nord;divers;divers;cerclage;inv. 6;3;9;;fer;;250;300;342;Gaule Belgique;F528;ER2;pars rustica;comblement de puits;NULL;puits
50;BCD;Gaule du Nord;ustensile de cuisine;instrument;aiguisoir;sans inv.;1;1;;pierre;;250;300;342;Gaule Belgique;F2;ER2;pars rustica;comblement de la cave;NULL;cave
51;BCD;Gaule du Nord;vaisselle;divers domestique;récipient indéterminé;sans inv.;1;1;;verre;;250;300;342;Gaule Belgique;F1;ER2;pars rustica;comblement du cellier;NULL;cellier
52;BCD;Gaule du Nord;vaisselle;divers domestique;récipient indéterminé;sans inv.;1;1;;verre;;250;300;342;Gaule Belgique;F131;ER2;pars rustica;comblement de fossé;NULL;voie
53;BCD;Gaule du Nord;bouteille;commerce, échange;bouteille ?;sans inv.;1;1;;verre;;250;300;342;Gaule Belgique;F133;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
54;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F59;ER2;pars rustica;US technique;NULL;type d'espace indéterminé
55;BCD;Gaule du Nord;foyer;foyer;pelle à feu;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
56;BCD;Gaule du Nord;outil;travail du cuir;poinçon;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
57;BCD;Gaule du Nord;ameublement;ameublement;piton;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
58;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
59;BCD;Gaule du Nord;indéterminé;indéterminé;agrafe double ?;inv. 5;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
60;BCD;Gaule du Nord;divers;divers domestique;ferrure;inv. 9;1;1;;fer;;270;330;343;Gaule Belgique;F76;ER2;pars rustica;comblement du cellier;NULL;cellier
61;BCD;Gaule du Nord;ameublement;ameublement;clé;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F274;ER2;pars rustica;comblement du four;NULL;four indéterminé
62;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;3;;fer;;270;330;343;Gaule Belgique;F274;ER2;pars rustica;comblement du four;NULL;four indéterminé
63;BCD;Gaule du Nord;indéterminé;indéterminé;objet indéterminé;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F274;ER2;pars rustica;comblement du four;NULL;four indéterminé
64;BCD;Gaule du Nord;commerce, échange;mesure;compas;inv. 1;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
65;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 2;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
66;BCD;Gaule du Nord;clou de chaussure;parure, vêtement;clou de chaussure;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
67;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 5;1;3;;fer;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
68;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
69;BCD;Gaule du Nord;ustensile de cuisine;instrument;aiguisoir;sans inv.;1;1;;pierre;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
70;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;os;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
71;BCD;Gaule du Nord;épingle;parure, vêtement;épingle;inv. 2;1;1;Béal 1983, type A.XX.8;os;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
72;BCD;Gaule du Nord;ustensile de cuisine;préparation culinaire;meule;sans inv.;1;1;;pierre;;270;330;343;Gaule Belgique;F306;ER2;pars rustica;comblement de la cave;NULL;cave
73;BCD;Gaule du Nord;divers;divers;anneau;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F449;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
74;BCD;Gaule du Nord;ameublement;ameublement;crampon;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
75;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 5;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
76;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 7;1;4;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
77;BCD;Gaule du Nord;harnachement;harnachement;applique de harnais;inv. 1;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
78;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
79;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 5;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
80;BCD;Gaule du Nord;ameublement;ameublement;plaque de serrure;inv. 6;1;2;;alliage cuivreux;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
81;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
82;BCD;Gaule du Nord;divers;divers domestique;ferrure d'angle;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
83;BCD;Gaule du Nord;indéterminé;indéterminé;outil ?;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
84;BCD;Gaule du Nord;ameublement;ameublement;clé;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
85;BCD;Gaule du Nord;divers;divers;douille;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
86;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
87;BCD;Gaule du Nord;indéterminé;indéterminé;fragment de vaisselle ?;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
88;BCD;Gaule du Nord;ameublement;ameublement;charnière;inv. 7;1;1;Béal 1983, type A.XI.1;os;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
89;BCD;Gaule du Nord;indéterminé;indéterminé;gobelet ?;sans inv.;4;4;;verre;;270;330;343;Gaule Belgique;F290;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
90;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
91;BCD;Gaule du Nord;divers;divers économique;ciseau droit;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
92;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 2;1;2;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
93;BCD;Gaule du Nord;char, attelage;char;jouguet;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
94;BCD;Gaule du Nord;divers;divers;anneau;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
95;BCD;Gaule du Nord;divers;instrument;chaîne;inv. 1;1;2;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
96;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
97;BCD;Gaule du Nord;indéterminé;indéterminé;cerclage ?;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
98;BCD;Gaule du Nord;travail du métal;travail du métal;déchet;inv. 4;1;1;;plomb;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
99;BCD;Gaule du Nord;harnachement;harnachement;applique de harnais;inv. 5;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
100;BCD;Gaule du Nord;ameublement;ameublement;piton;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
101;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;2;;fer;;270;330;343;Gaule Belgique;"F290
442";ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
102;BCD;Gaule du Nord;instrument écriture sur cire;écriture;stylet;inv. 1;1;1;;fer, argent;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
103;BCD;Gaule du Nord;travail du métal;travail du métal;mèche de drille;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
104;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
105;BCD;Gaule du Nord;hydraulique;hydraulique;tuyau;inv. 1;1;1;;plomb;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
106;BCD;Gaule du Nord;divers;divers;crochet;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
107;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
108;BCD;Gaule du Nord;ameublement;ameublement;charnière;inv. 8;1;1;Béal 1983, type A.XI.1;os;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
109;BCD;Gaule du Nord;travail des matières dures animales;travail des matières dures animales;déchet;inv. 11;1;1;;os;;270;330;343;Gaule Belgique;F291;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
110;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F307;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
111;BCD;Gaule du Nord;indéterminé;indéterminé;cerclage de seau ?;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
112;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
113;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 3;1;2;;fer;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
114;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 4;1;3;;fer;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
115;BCD;Gaule du Nord;ustensile de cuisine;préparation culinaire;meule;sans inv.;1;1;;pierre;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
116;BCD;Gaule du Nord;ustensile de cuisine;préparation culinaire;meule;sans inv.;1;1;;pierre;;270;330;343;Gaule Belgique;F415;ER2;pars rustica;comblement de puits;NULL;puits
117;BCD;Gaule du Nord;armement;guerre;fer de lance;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
118;BCD;Gaule du Nord;indéterminé;indéterminé;mèche ?;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
119;BCD;Gaule du Nord;divers;ameublement;ferrure;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
120;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 5;1;3;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
121;BCD;Gaule du Nord;divers;divers;crochet;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
122;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 8;1;3;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
123;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 10;1;2;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
124;BCD;Gaule du Nord;divers;divers;douille;inv. 2;1;1;;alliage cuivreux;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
125;BCD;Gaule du Nord;divers;divers domestique;ferrure d'angle;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
126;BCD;Gaule du Nord;travail du textile;travail du textile;peigne à carder;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
127;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;2;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
128;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
129;BCD;Gaule du Nord;indéterminé;indéterminé;cerclage ?;inv. 6;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
130;BCD;Gaule du Nord;récipient de stockage;stockage;anse de situle;inv. 1;1;1;Eggers 1951, types 21;alliage cuivreux;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
131;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;4;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
132;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
133;BCD;Gaule du Nord;indéterminé;indéterminé;anneau ?;inv. 3;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
134;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 4;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
135;BCD;Gaule du Nord;indéterminé;indéterminé;lingot ?;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
136;BCD;Gaule du Nord;indéterminé;indéterminé;tige;inv. 3;1;2;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
137;BCD;Gaule du Nord;divers;divers domestique;ferrure;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
138;BCD;Gaule du Nord;indéterminé;indéterminé;plaque;inv. 2;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
139;BCD;Gaule du Nord;divers;divers domestique;ferrure;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
140;BCD;Gaule du Nord;indéterminé;indéterminé;objet indéterminé;inv. 1;1;1;;fer;;270;330;343;Gaule Belgique;F442;ER2;pars rustica;comblement de fosse;NULL;type d'espace indéterminé
