ID;site_abbreviation;zone_geo;nouvelle_categorie;fonction_nom;obj_nom;obj_inv;obj_nmi;obj_NR;obj_typologie;materiau_nom;obj_remarque;phase_date_debut;phase_date_fin;phase_num;province_nom;us_nom;typo_ER;quartier_nom;typeUS_nom;batiment_nom;type_espace_nom
2286;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-423;2;2;;plomb;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2287;LFCC;Gaule du Centre-est;travail du métal;travail du métal;feuille;M-425;1;1;;plomb;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2288;LFCC;Gaule du Centre-est;indéterminé;indéterminé;agrafe de réparation ?;M-430;1;1;;plomb;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2289;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-433;6;6;;plomb;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2290;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-440;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2291;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-442;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2292;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-453;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2293;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-459;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2294;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-460;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2295;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-464;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2296;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-465;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2297;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-468;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2298;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-469;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2299;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-474;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2300;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-476;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2301;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-479;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2302;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-480;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2303;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-481;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2304;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-482;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2305;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-483;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2306;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-487;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2307;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-488;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2308;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-490;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2309;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-491;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2310;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-492;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2311;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-493;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2312;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-494;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2313;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-496;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2314;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-497;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2315;LFCC;Gaule du Centre-est;fibule;parure, vêtement;fibule;M-498;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2316;LFCC;Gaule du Centre-est;indéterminé;indéterminé;poignée de meuble ?;M-500;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2317;LFCC;Gaule du Centre-est;parure annulaire bague et anneau;parure, vêtement;bague;M-501;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2318;LFCC;Gaule du Centre-est;parure annulaire bague et anneau;parure, vêtement;bague;M-502;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2319;LFCC;Gaule du Centre-est;indéterminé;indéterminé;bague ?;M-508;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2320;LFCC;Gaule du Centre-est;accessoire vestimentaire;parure, vêtement;agrafe vestimentaire;M-509;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2321;LFCC;Gaule du Centre-est;char, attelage;attelage;anneau passe-guide;M-512;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2322;LFCC;Gaule du Centre-est;char, attelage;attelage;anneau passe-guide;M-513;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2323;LFCC;Gaule du Centre-est;char, attelage;attelage;anneau passe-guide;M-514;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2324;LFCC;Gaule du Centre-est;char, attelage;attelage;anneau passe-guide;M-515;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2325;LFCC;Gaule du Centre-est;harnachement;harnachement;passant de harnais;M-516;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2326;LFCC;Gaule du Centre-est;char, attelage;attelage;pendant de harnais;M-519;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2327;LFCC;Gaule du Centre-est;indéterminé;indéterminé;applique;M-520;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2328;LFCC;Gaule du Centre-est;harnachement;harnachement;suspension de pendant de harnais;M-524;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2329;LFCC;Gaule du Centre-est;harnachement;harnachement;bouton de harnais;M-532;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2330;LFCC;Gaule du Centre-est;harnachement;harnachement;bouton de harnais;M-534;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2331;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-535;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2332;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-536;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2333;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-537;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2334;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-538;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2335;LFCC;Gaule du Centre-est;harnachement;harnachement;bouton de harnais;M-539;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2336;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-540;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2337;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-541;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2338;LFCC;Gaule du Centre-est;indéterminé;indéterminé;charnière de meuble ?;M-542;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2339;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-543;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2340;LFCC;Gaule du Centre-est;équipement équestre et bovin;équipement équestre et bovin;hipposandale;M-546;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2341;LFCC;Gaule du Centre-est;commerce, échange;mesure;compas;M-550;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2342;LFCC;Gaule du Centre-est;outil;divers économique;marteau;M-555;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2343;LFCC;Gaule du Centre-est;divers;divers;raclette;M-556;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2344;LFCC;Gaule du Centre-est;outil;travail du métal;lime;M-558;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2345;LFCC;Gaule du Centre-est;agriculture, élevage;agriculture, élevage;serpe;M-560;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2346;LFCC;Gaule du Centre-est;indéterminé;indéterminé;ciseau ?;M-562;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2347;LFCC;Gaule du Centre-est;couteau;instrument;couteau;M-564;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2348;LFCC;Gaule du Centre-est;couteau;boucherie;feuille de boucher;M-565;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2349;LFCC;Gaule du Centre-est;divers;divers;raclette;M-568;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2350;LFCC;Gaule du Centre-est;instrument écriture sur cire;écriture;stylet;M-574;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2351;LFCC;Gaule du Centre-est;travail du métal;travail du métal;déchet;M-581;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2352;LFCC;Gaule du Centre-est;indéterminé;indéterminé;piton ?;M-589;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2353;LFCC;Gaule du Centre-est;travail du bois;travail du bois;pointe à percer;M-593;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2354;LFCC;Gaule du Centre-est;indéterminé;indéterminé;anse de seau ?;M-594;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2355;LFCC;Gaule du Centre-est;couteau;boucherie;feuille de boucher;M-606;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2356;LFCC;Gaule du Centre-est;indéterminé;indéterminé;renfort ?;M-611;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2357;LFCC;Gaule du Centre-est;indéterminé;indéterminé;clavette de char ?;M-613;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2358;LFCC;Gaule du Centre-est;indéterminé;indéterminé;lame de faux ?;M-614;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2359;LFCC;Gaule du Centre-est;hydraulique;hydraulique;emboiture de canalisation;M-615;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2360;LFCC;Gaule du Centre-est;ameublement;ameublement;charnière;M-618;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2361;LFCC;Gaule du Centre-est;agriculture, élevage;agriculture, élevage;sonaille;M-625;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2362;LFCC;Gaule du Centre-est;ameublement;ameublement;clou décoratif;M-630;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2363;LFCC;Gaule du Centre-est;char, attelage;char;clou de bandage de roue;M-631;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2364;LFCC;Gaule du Centre-est;agriculture, élevage;agriculture, élevage;sarcloir;M-643;1;1;;fer;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2365;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-652;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2366;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-653;1;2;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2367;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-654;1;3;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2368;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-655;1;3;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2369;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-656;1;3;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2370;LFCC;Gaule du Centre-est;miroir;toilette, hygiène;miroir;M-657;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2371;LFCC;Gaule du Centre-est;ameublement;ameublement;moraillon de coffre;M-658;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2372;LFCC;Gaule du Centre-est;ameublement;ameublement;charnière;M-660;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2373;LFCC;Gaule du Centre-est;ameublement;ameublement;cornière de coffre;M-661;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2374;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-662;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2375;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-663;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2376;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-665;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2377;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-666;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2378;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-667;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2379;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-668;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2380;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-669;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2381;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de coffre;M-670;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2382;LFCC;Gaule du Centre-est;char, attelage;attelage;applique de harnais;M-671;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2383;LFCC;Gaule du Centre-est;indéterminé;indéterminé;applique de coffre ?;M-672;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2384;LFCC;Gaule du Centre-est;ameublement;ameublement;poignée de coffret ;M-673;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2385;LFCC;Gaule du Centre-est;ameublement;ameublement;cornière de coffre;M-675;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2386;LFCC;Gaule du Centre-est;ameublement;ameublement;renfort de coffre;M-676;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2387;LFCC;Gaule du Centre-est;travail du métal;travail du métal;déchet;M-678;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2388;LFCC;Gaule du Centre-est;indéterminé;indéterminé;clou décoratif ?;M-680;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2389;LFCC;Gaule du Centre-est;ameublement;ameublement;charnière;M-683;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2390;LFCC;Gaule du Centre-est;indéterminé;indéterminé;charnière ?;M-684;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2391;LFCC;Gaule du Centre-est;indéterminé;indéterminé;charnière ?;M-685;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2392;LFCC;Gaule du Centre-est;ameublement;ameublement;cornière de coffre;M-687;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2393;LFCC;Gaule du Centre-est;ex-voto;religion;ex-voto;M-690;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2394;LFCC;Gaule du Centre-est;ameublement;ameublement;applique décorative;M-691;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2395;LFCC;Gaule du Centre-est;indéterminé;indéterminé;applique ?;M-692;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2396;LFCC;Gaule du Centre-est;ameublement;ameublement;applique de meuble;M-693;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2397;LFCC;Gaule du Centre-est;indéterminé;indéterminé;charnière ?;M-694;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2398;LFCC;Gaule du Centre-est;parure annulaire bague et anneau;parure, vêtement;bague-clé;M-696;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2399;LFCC;Gaule du Centre-est;ameublement;ameublement;clé pendentif;M-697;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2400;LFCC;Gaule du Centre-est;ameublement;ameublement;pied de coffret;M-698;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2401;LFCC;Gaule du Centre-est;ameublement;ameublement;clé;M-700;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2402;LFCC;Gaule du Centre-est;ameublement;ameublement;clé;M-701;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2403;LFCC;Gaule du Centre-est;ameublement;ameublement;clé;M-702;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2404;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-714;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2405;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-715;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2406;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-716;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2407;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-717;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2408;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-719;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2409;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-723;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2410;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-724;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2411;LFCC;Gaule du Centre-est;travail du métal;travail du métal;déchet;M-725;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2412;LFCC;Gaule du Centre-est;travail du métal;travail du métal;déchet;M-726;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2413;LFCC;Gaule du Centre-est;divers;divers;anneau;M-732;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2414;LFCC;Gaule du Centre-est;divers;divers;anneau;M-733;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2415;LFCC;Gaule du Centre-est;divers;divers;anneau;M-736;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2416;LFCC;Gaule du Centre-est;divers;divers;anneau;M-737;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2417;LFCC;Gaule du Centre-est;divers;divers;anneau;M-738;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2418;LFCC;Gaule du Centre-est;divers;divers;anneau;M-739;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2419;LFCC;Gaule du Centre-est;parure annulaire bague et anneau;parure, vêtement;bague;M-740;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2420;LFCC;Gaule du Centre-est;divers;indéterminé;rondelle;M-741;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2421;LFCC;Gaule du Centre-est;divers;divers;anneau;M-743;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2422;LFCC;Gaule du Centre-est;divers;divers;anneau;M-744;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2423;LFCC;Gaule du Centre-est;ameublement;ameublement;rivet;M-750;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2424;LFCC;Gaule du Centre-est;ameublement;ameublement;rivet;M-752;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2425;LFCC;Gaule du Centre-est;ameublement;ameublement;rivet;M-753;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2426;LFCC;Gaule du Centre-est;indéterminé;indéterminé;coulure;M-754;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2427;LFCC;Gaule du Centre-est;ameublement;ameublement;applique décorative;M-757;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
2428;LFCC;Gaule du Centre-est;ameublement;ameublement;applique décorative;M-758;1;1;;alliage cuivreux;;0;0;632;Germanie;sans US;RRB;relai routier;US technique;NULL;type d'espace indéterminé
