ID"";"tombe";"site";"province";"zone_geo";"amphore";"monnaie";"lampe";"armement";"parure";"strigile";"instrument.de.toilette";"miroir";"vaisselle.métallique";"vaisselle.en.verre";"matériaux.précieux";"char";"lit.funéraire";"instrument.écriture";"quantité.objet";"tombe_multiple";"sexe.defunt";"classe.age.defunt";"date_debut";"date_fin";"intervalle_personnalise";"groupe_cah";"diversite"
"138";"AVEC_Structure 336";"AVEC";"Germanie";"Gaule du centre-est";0;1;1;0;1;0;0;0;0;0;0;0;0;0;9;"non";"féminin probable";"adulte";150;230;"100-300";"4";3
"139";"AVEC_Structure 339";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"féminin";"adulte";150;230;"100-300";"4";1
"140";"AVEC_Structure 340";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";130;160;"100-300";"5";0
"141";"AVEC_Structure 342";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;1;0;1;0;0;0;0;7;"non";"féminin";"adulte";130;160;"100-300";"5";2
"142";"AVEC_Structure 343";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"masculin";"adulte";150;230;"100-300";"4";0
"143";"AVEC_Structure 347";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"masculin";"adulte";140;250;"100-300";"4";0
"144";"AVEC_Structure 348";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";150;230;"100-300";"4";0
"145";"AVEC_Structure 35/100";"AVEC";"Germanie";"Gaule du centre-est";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"masculin probable";"enfant";140;250;"100-300";"4";1
"146";"AVEC_Structure 353";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;"non";"féminin";"adulte";120;250;"100-300";"4";2
"147";"AVEC_Structure 355";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";130;200;"100-300";"8";0
"148";"AVEC_Structure 358";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;"non";"féminin probable";"adulte";50;130;"1-100";"6";1
"149";"AVEC_Structure 364";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";50;130;"1-100";"6";1
"150";"AVEC_Structure 365";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;"non";"masculin";"adulte";50;130;"1-100";"6";2
"151";"AVEC_Structure 36c";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";50;130;"1-100";"6";1
"152";"AVEC_Structure 370";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";50;130;"1-100";"6";0
"153";"AVEC_Structure 375";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"féminin probable";"adulte";50;130;"1-100";"6";0
"154";"AVEC_Structure 379";"AVEC";"Germanie";"Gaule du centre-est";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";50;130;"1-100";"6";1
"155";"AVEC_Structure 41/137a";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;"non";"masculin";"adulte";130;160;"100-300";"5";1
"156";"AVEC_Structure 42/62";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"féminin probable";"adulte";50;130;"1-100";"6";0
"157";"AVEC_Structure 45";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin probable";"adulte";150;230;"100-300";"4";0
"158";"AVEC_Structure 47";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;1;0;0;0;0;18;"non";"masculin";"adulte";100;150;"100-300";"7";2
"159";"AVEC_Structure 50";"AVEC";"Germanie";"Gaule du centre-est";0;1;1;0;1;0;0;0;0;1;0;0;0;0;44;"non";"indéterminé";"enfant";150;230;"100-300";"4";4
"160";"AVEC_Structure 51/52";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";200;250;"100-300";"4";0
"161";"AVEC_Structure 53";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";100;150;"100-300";"7";0
"162";"AVEC_Structure 54";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;"oui";"indéterminé";"mixte (adulte + enfant)";100;150;"100-300";"7";1
"163";"AVEC_Structure 55";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"féminin";"adulte";150;230;"100-300";"4";0
"164";"AVEC_Structure 59";"AVEC";"Germanie";"Gaule du centre-est";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"masculin";"adulte";150;230;"100-300";"4";1
"165";"AVEC_Structure 61";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;"non";"féminin";"enfant";100;150;"100-300";"7";2
"166";"AVEC_Structure 63";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"indéterminé";"bébé";100;150;"100-300";"7";1
"167";"AVEC_Structure 64a";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;"oui";"masculin ? Et féminin ?";"adulte";100;150;"100-300";"7";0
"168";"AVEC_Structure 64a ou b";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;"oui";"mixte";"mixte (adulte + enfant)";140;250;"100-300";"4";1
"169";"AVEC_Structure 69";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";100;200;"100-300";"8";0
"170";"AVEC_Structure 70";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";150;230;"100-300";"4";0
"171";"AVEC_Structure 72";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin probable";"adulte";150;230;"100-300";"4";0
"172";"AVEC_Structure 78/152/308";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"masculin";"adulte";130;160;"100-300";"5";1
"173";"AVEC_Structure 79";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"enfant";150;230;"100-300";"4";0
"174";"AVEC_Structure 83";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";150;230;"100-300";"4";0
"175";"AVEC_Structure 85/86";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"masculin";"adulte";150;230;"100-300";"4";1
"176";"AVEC_Structure 92";"AVEC";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;"non";"indéterminé";"adulte";130;160;"100-300";"5";2
"177";"AVEC_Structure 98";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"masculin probable";"adulte";140;250;"100-300";"4";1
"178";"AVEC_Structure 99";"AVEC";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"masculin probable";"enfant";150;230;"100-300";"4";0
"179";"AVP_tombe 0";"AVP";"Germanie";"Gaule du centre-est";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin probable";"adulte";100;120;"100-300";"7";1
"180";"AVP_tombe 1";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;"non";"masculin probable";"adulte";80;120;"1-100";"7";1
"181";"AVP_tombe 10";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"masculin probable";"adulte";100;150;"100-300";"7";0
"182";"AVP_tombe 12";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;"non";"indéterminé";"adulte";70;192;"1-100";"8";1
"183";"AVP_tombe 2";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"non";"masculin probable";"adulte";80;120;"1-100";"7";0
"184";"AVP_tombe 20";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"non";"indéterminé";"adulte";98;138;"1-100";"7";1
"185";"AVP_tombe 26";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;29;"non";"masculin";"adulte";96;192;"1-100";"8";1
"186";"AVP_tombe 3";"AVP";"Germanie";"Gaule du centre-est";0;1;0;0;0;0;0;0;0;1;0;0;0;0;15;"non";"masculin";"adulte";100;120;"100-300";"7";2
"187";"AVP_tombe 35";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;"non";"masculin";"adulte";81;117;"1-100";"7";0
"188";"AVP_tombe 5";"AVP";"Germanie";"Gaule du centre-est";0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;"non";"indéterminé";"enfant";100;150;"100-300";"7";1
"189";"FLR";"FLR";"Aquitaine";"Gaule du centre-est";1;1;0;1;1;0;1;0;1;0;1;0;0;0;20;"non";"indéterminé";"indéterminé";-25;10;"-75-1";"9";7
"190";"CST";"CST";"Aquitaine";"Gaule du centre-est";1;0;0;1;0;0;1;0;1;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";-75;-25;"-75-1";"9";4
"191";"DSA";"DSA";"Aquitaine";"Gaule du centre-est";0;0;0;1;1;0;0;0;1;0;0;0;0;0;11;"non";"indéterminé";"indéterminé";-50;-20;"-75-1";"9";3
"192";"BBF";"BBF";"Aquitaine";"Gaule du centre-est";1;1;0;1;0;0;1;0;1;0;0;0;0;0;11;"non";"indéterminé";"adulte";-20;1;"-75-1";"9";5
"193";"MVC";"MVC";"Aquitaine";"Gaule du centre-est";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";1;25;"1-100";"9";2
"194";"PGM";"PGM";"Aquitaine";"Gaule du centre-est";1;1;0;0;1;0;0;1;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";-10;10;"-75-1";"9";4
"195";"NPV";"NPV";"Aquitaine";"Gaule du centre-est";1;0;1;1;1;1;1;0;1;1;1;1;0;0;15;"non";"indéterminé";"indéterminé";40;50;"1-100";"1";10
"196";"STN_tombe 1";"STN";"Gaule Belgique";"Gaule du centre-est";1;1;0;0;1;0;0;1;1;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";1;300;"1-100";"10";5
"197";"STN_tombe 2";"STN";"Gaule Belgique";"Gaule du centre-est";1;0;0;0;0;0;0;0;1;1;1;1;0;0;2;"non";"indéterminé";"indéterminé";1;300;"1-100";"10";5
"198";"STN_tombe 3";"STN";"Gaule Belgique";"Gaule du centre-est";1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";1;300;"1-100";"10";3
