ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument.de.toilette;miroir;vaisselle.métallique;vaisselle.en.verre;matériaux.précieux;char;lit.funéraire;instrument.écriture;quantité.objet;tombe_multiple;sexe.defunt;classe.age.defunt;date_debut;date_fin;intervalle_personnalise;groupe_cah;x;y
499;WED_grab 2139;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
500;WED_grab 2141;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
501;WED_grab 2144;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
502;WED_grab 2145;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
503;WED_grab 2148;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
504;WED_grab 2150;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
505;WED_grab 2157;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
506;WED_grab 2158;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
507;WED_grab 216;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
508;WED_grab 2161;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
509;WED_grab 2164;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
510;WED_grab 2165;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
511;WED_grab 2168;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
512;WED_grab 2169;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
513;WED_grab 2171;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
514;WED_grab 2173;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
515;WED_grab 2178;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
516;WED_grab 2183;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
517;WED_grab 2189;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
518;WED_grab 2196;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;13;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
519;WED_grab 2200;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
520;WED_grab 2201;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
521;WED_grab 2205;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
522;WED_grab 2207;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
523;WED_grab 2212;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
524;WED_grab 2215;WED;Germanie;Gaule du nord;0;1;0;1;1;0;0;0;0;0;0;0;0;0;7;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
525;WED_grab 2218;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
526;WED_grab 2219;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
527;WED_grab 2226;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
528;WED_grab 2229;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
529;WED_grab 2230;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
530;WED_grab 2232;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
531;WED_grab 2233;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
532;WED_grab 2235;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
533;WED_grab 224;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
534;WED_grab 2240;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
535;WED_grab 2242;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
536;WED_grab 2245;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
537;WED_grab 2250;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;1;0;0;0;0;0;8;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
538;WED_grab 2251;WED;Germanie;Gaule du nord;0;1;1;0;0;0;0;0;0;0;0;0;0;0;16;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
539;WED_grab 2252;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
540;WED_grab 2255;WED;Germanie;Gaule du nord;0;1;1;0;1;0;0;0;0;0;0;0;0;0;12;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
541;WED_grab 2256;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
542;WED_grab 226;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
543;WED_grab 2265;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
544;WED_grab 2267;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;1;0;0;0;0;11;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
545;WED_grab 227;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
546;WED_grab 2271;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
547;WED_grab 2272;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
548;WED_grab 2273;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
549;WED_grab 2274;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;1;0;0;0;0;3;non;masculin probable;enfant;-20;100;-75-1;10;49.86499;7.16444
550;WED_grab 2277;WED;Germanie;Gaule du nord;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
551;WED_grab 2278;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
552;WED_grab 2283;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;1;0;0;0;0;0;24;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
553;WED_grab 2286;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
554;WED_grab 2287;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
555;WED_grab 2289;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
556;WED_grab 2293;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;7;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
557;WED_grab 2294;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
558;WED_grab 2295;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
559;WED_grab 2297;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
560;WED_grab 2299;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
561;WED_grab 230;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
562;WED_grab 2300;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
563;WED_grab 2303;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
564;WED_grab 2308;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
565;WED_grab 2309;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
566;WED_grab 2310;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
567;WED_grab 2312;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
568;WED_grab 2314;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
569;WED_grab 2315;WED;Germanie;Gaule du nord;0;1;0;0;0;1;0;0;1;1;0;0;0;0;8;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
570;WED_grab 2316;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
571;WED_grab 2318;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
572;WED_grab 2323;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
573;WED_grab 2327;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
574;WED_grab 2349;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
575;WED_grab 2360;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
576;WED_grab 2361;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
577;WED_grab 2362;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
578;WED_grab 2363;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
579;WED_grab 2370;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;25;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
580;WED_grab 2410;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
581;WED_grab 2411;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
582;WED_grab 2418;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
583;WED_grab 2421;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
584;WED_grab 2424;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
585;WED_grab 2425;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
586;WED_grab 2431;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
587;WED_grab 2432;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
588;WED_grab 2447;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
589;WED_grab 2448;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;1;11;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
590;WED_grab 2449;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
591;WED_grab 2451;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
592;WED_grab 2455;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
593;WED_grab 2456;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
594;WED_grab 2459;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
595;WED_grab 246;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
596;WED_grab 2460;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
597;WED_grab 2462;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
598;WED_grab 2463;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;oui;mixte;mixte (adulte + enfant);-20;100;-75-1;10;49.86499;7.16444
599;WED_grab 2469;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
600;WED_grab 2472;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
601;WED_grab 248;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
602;WED_grab 254;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
603;WED_grab 256;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
604;WED_grab 257;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
605;WED_grab 258;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
606;WED_grab 261;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
607;WED_grab 273;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
608;WED_grab 275;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
609;WED_grab 282;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
610;WED_grab 289;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
611;WED_grab 291;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
612;WED_grab 306;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
613;WED_grab 309;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
614;WED_grab 316;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
615;WED_grab 318;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
616;WED_grab 325;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
617;WED_grab 337;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
618;WED_grab 338;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
619;WED_grab 34;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
620;WED_grab 35;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
621;WED_grab 350;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
622;WED_grab 351;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
623;WED_grab 354;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
624;WED_grab 355;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
625;WED_grab 359;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
626;WED_grab 360;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
627;WED_grab 37;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
628;WED_grab 372;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
629;WED_grab 379;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
630;WED_grab 400;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
631;WED_grab 403;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
632;WED_grab 405;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
633;WED_grab 412;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
634;WED_grab 417;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
635;WED_grab 419;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
636;WED_grab 421;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
637;WED_grab 423;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
638;WED_grab 425;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
639;WED_grab 436;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
640;WED_grab 438;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
641;WED_grab 443;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
642;WED_grab 444;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
643;WED_grab 445;WED;Germanie;Gaule du nord;0;0;0;0;1;0;1;0;0;0;0;0;0;0;5;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
644;WED_grab 446;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
645;WED_grab 45;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
646;WED_grab 450;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
647;WED_grab 46;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
648;WED_grab 474;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
649;WED_grab 476;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
650;WED_grab 480;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
