ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument.de.toilette;miroir;vaisselle.métallique;vaisselle.en.verre;matériaux.précieux;char;lit.funéraire;instrument.écriture;quantité.objet;tombe_multiple;sexe.defunt;classe.age.defunt;date_debut;date_fin;intervalle_personnalise;groupe_cah;x;y
1;FEU_tombe 1;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-30;-15;-75-1;1;49.85;6.01667
2;FEU_tombe 100;FEU;Germanie;Gaule du nord;0;0;0;1;0;0;0;1;0;0;0;0;0;0;16;non;indéterminé;enfant;-15;20;-75-1;2;49.85;6.01667
3;FEU_tombe 101;FEU;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;-30;20;-75-1;2;49.85;6.01667
4;FEU_tombe 107;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;20;45;1-100;3;49.85;6.01667
5;FEU_tombe 108;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;1;0;0;0;0;0;0;5;non;féminin;adulte;20;45;1-100;3;49.85;6.01667
6;FEU_tombe 110;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;20;45;1-100;3;49.85;6.01667
7;FEU_tombe 113;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;45;90;1-100;4;49.85;6.01667
8;FEU_tombe 115;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;20;45;1-100;3;49.85;6.01667
9;FEU_tombe 117;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;19;non;indéterminé;indéterminé;-15;20;-75-1;2;49.85;6.01667
10;FEU_tombe 118;FEU;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;20;45;1-100;3;49.85;6.01667
11;FEU_tombe 120;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-30;20;-75-1;2;49.85;6.01667
12;FEU_tombe 122;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-30;-15;-75-1;1;49.85;6.01667
13;FEU_tombe 128;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;45;90;1-100;4;49.85;6.01667
14;FEU_tombe 130;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;20;45;1-100;3;49.85;6.01667
15;FEU_tombe 134;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;oui;mixte;adulte;-30;-15;-75-1;1;49.85;6.01667
16;FEU_tombe 145;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;20;90;1-100;4;49.85;6.01667
17;FEU_tombe 147;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;masculin probable;adulte;20;45;1-100;3;49.85;6.01667
18;FEU_tombe 150;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;20;45;1-100;3;49.85;6.01667
19;FEU_tombe 151;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;45;90;1-100;4;49.85;6.01667
20;FEU_tombe 159;FEU;Germanie;Gaule du nord;0;1;0;0;1;0;0;1;0;0;0;0;0;0;4;non;indéterminé;adulte;20;45;1-100;3;49.85;6.01667
21;FEU_tombe 163;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-30;20;-75-1;2;49.85;6.01667
22;FEU_tombe 171;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-50;-15;-75-1;1;49.85;6.01667
23;FEU_tombe 179;FEU;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-30;20;-75-1;2;49.85;6.01667
24;FEU_tombe 18;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-30;-15;-75-1;1;49.85;6.01667
25;FEU_tombe 180;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-30;-15;-75-1;1;49.85;6.01667
26;FEU_tombe 182;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-50;-15;-75-1;1;49.85;6.01667
27;FEU_tombe 183;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;non;féminin;adulte;-15;20;-75-1;2;49.85;6.01667
28;FEU_tombe 193;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;20;90;1-100;4;49.85;6.01667
29;FEU_tombe 194;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin probable;adulte;20;45;1-100;3;49.85;6.01667
30;FEU_tombe 197;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;non;indéterminé;indéterminé;20;45;1-100;3;49.85;6.01667
31;FEU_tombe 198;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;1;0;0;0;0;0;0;8;non;masculin probable;adulte;20;45;1-100;3;49.85;6.01667
32;FEU_tombe 32;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-50;-30;-75-1;1;49.85;6.01667
33;FEU_tombe 33;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;oui;indéterminé;mixte (adulte + enfant);-50;-30;-75-1;1;49.85;6.01667
34;FEU_tombe 4;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-30;-15;-75-1;1;49.85;6.01667
35;FEU_tombe 40;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-50;-30;-75-1;1;49.85;6.01667
36;FEU_tombe 41;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-15;20;-75-1;2;49.85;6.01667
37;FEU_tombe 51;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-30;-15;-75-1;1;49.85;6.01667
38;FEU_tombe 55;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-15;20;-75-1;2;49.85;6.01667
39;FEU_tombe 64;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;non;indéterminé;adulte;-30;20;-75-1;2;49.85;6.01667
40;FEU_tombe 65;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;non;féminin probable;adulte;-15;20;-75-1;2;49.85;6.01667
41;FEU_tombe 68;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-15;20;-75-1;2;49.85;6.01667
42;FEU_tombe 73;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-30;-15;-75-1;1;49.85;6.01667
43;FEU_tombe 76;FEU;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;enfant;-15;20;-75-1;2;49.85;6.01667
44;FEU_tombe 78;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;45;90;1-100;4;49.85;6.01667
45;FEU_tombe 8;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-15;20;-75-1;2;49.85;6.01667
46;FEU_tombe 80;FEU;Germanie;Gaule du nord;0;0;0;1;1;0;0;1;1;0;1;0;0;0;42;oui;mixte;adulte;-15;20;-75-1;2;49.85;6.01667
47;FEU_tombe 82;FEU;Germanie;Gaule du nord;0;0;0;0;1;0;0;1;0;0;0;0;0;0;14;oui;mixte;mixte (adulte + enfant);-15;20;-75-1;2;49.85;6.01667
48;FEU_tombe 85;FEU;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;45;90;1-100;4;49.85;6.01667
49;FEU_tombe 87;FEU;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;1;0;0;0;0;0;14;non;féminin probable;adulte;45;90;1-100;4;49.85;6.01667
50;FEU_tombe 96;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;non;indéterminé;adulte;-15;20;-75-1;2;49.85;6.01667
51;FEU_tombe 98;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;45;90;1-100;4;49.85;6.01667
52;FEU_tombr 178;FEU;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;45;90;1-100;4;49.85;6.01667
53;GON_tombe 14;GON;Gaule Belgique;Gaule du nord;1;1;0;0;1;0;0;1;1;0;1;0;0;0;22;non;féminin;adulte;-30;-15;-75-1;1;49.6743;6.0018
54;GON_tombe 17;GON;Gaule Belgique;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;non;indéterminé;adulte;-55;-30;-75-1;1;49.6743;6.0018
55;GON_tombe A;GON;Gaule Belgique;Gaule du nord;0;0;0;1;1;0;0;0;1;0;0;0;0;0;21;non;indéterminé;adulte;-30;-15;-75-1;1;49.6743;6.0018
56;GON_tombe B;GON;Gaule Belgique;Gaule du nord;1;0;1;1;1;0;0;0;1;0;0;0;0;0;27;non;indéterminé;adulte;-30;-15;-75-1;1;49.6743;6.0018
57;LAM_tombe 15;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-15;20;-75-1;2;49.54639;5.85639
58;LAM_tombe 33;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-15;20;-75-1;2;49.54639;5.85639
59;LAM_tombe 38;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-15;20;-75-1;2;49.54639;5.85639
60;LAM_tombe 4;LAM;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-15;20;-75-1;2;49.54639;5.85639
61;LAM_tombe 42;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-15;20;-75-1;2;49.54639;5.85639
62;LAM_tombe 43;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
63;LAM_tombe 45;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;adulte;-30;20;-75-1;2;49.54639;5.85639
64;LAM_tombe 47;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
65;LAM_tombe 48;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
66;LAM_tombe 52;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-30;-15;-75-1;1;49.54639;5.85639
67;LAM_tombe 53;LAM;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
68;LAM_tombe 56;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
69;LAM_tombe 72;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-30;-15;-75-1;1;49.54639;5.85639
70;LAM_tombe 73;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-30;-15;-75-1;1;49.54639;5.85639
71;LAM_tombe 75;LAM;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-30;-15;-75-1;1;49.54639;5.85639
72;LAM_tombe 80;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-30;-15;-75-1;1;49.54639;5.85639
73;LAM_tombe 83;LAM;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-15;20;-75-1;2;49.54639;5.85639
74;SEPTD_grab 1;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;non;masculin;adulte;135;175;100-300;5;49.70111;5.96722
75;SEPTD_grab 10;SEPTD;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;135;175;100-300;5;49.70111;5.96722
76;SEPTD_grab 101;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
77;SEPTD_grab 106;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;135;175;100-300;5;49.70111;5.96722
78;SEPTD_grab 111;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;70;100;1-100;7;49.70111;5.96722
79;SEPTD_grab 118;SEPTD;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;100;135;100-300;6;49.70111;5.96722
80;SEPTD_grab 119;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;70;100;1-100;7;49.70111;5.96722
81;SEPTD_grab 121;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin;adulte;70;100;1-100;7;49.70111;5.96722
82;SEPTD_grab 122;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;70;100;1-100;7;49.70111;5.96722
83;SEPTD_grab 124;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;70;100;1-100;7;49.70111;5.96722
84;SEPTD_grab 129;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;70;100;1-100;7;49.70111;5.96722
85;SEPTD_grab 132;SEPTD;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;70;100;1-100;7;49.70111;5.96722
86;SEPTD_grab 136;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;135;175;100-300;5;49.70111;5.96722
87;SEPTD_grab 140;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;non;féminin probable;adulte;15;70;1-100;4;49.70111;5.96722
88;SEPTD_grab 149;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
89;SEPTD_grab 153;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;70;135;1-100;6;49.70111;5.96722
90;SEPTD_grab 165;SEPTD;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;70;100;1-100;7;49.70111;5.96722
91;SEPTD_grab 167;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
92;SEPTD_grab 174;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
93;SEPTD_grab 179;SEPTD;Germanie;Gaule du nord;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
94;SEPTD_grab 182;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135;100-300;6;49.70111;5.96722
95;SEPTD_grab 19;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;70;100;1-100;7;49.70111;5.96722
96;SEPTD_grab 191;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
97;SEPTD_grab 192;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
98;SEPTD_grab 194;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;175;100-300;5;49.70111;5.96722
99;SEPTD_grab 199;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;100;135;100-300;6;49.70111;5.96722
100;SEPTD_grab 2;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135;100-300;6;49.70111;5.96722
101;SEPTD_grab 20;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin;adulte;100;135;100-300;6;49.70111;5.96722
102;SEPTD_grab 211;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
103;SEPTD_grab 22;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;indéterminé;70;100;1-100;7;49.70111;5.96722
104;SEPTD_grab 33;SEPTD;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
105;SEPTD_grab 39;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;oui;mixte;adulte;100;135;100-300;6;49.70111;5.96722
106;SEPTD_grab 45;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;masculin;adulte;100;135;100-300;6;49.70111;5.96722
107;SEPTD_grab 46;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
108;SEPTD_grab 48;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135;100-300;6;49.70111;5.96722
109;SEPTD_grab 5;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;135;175;100-300;5;49.70111;5.96722
110;SEPTD_grab 54;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;100;135;100-300;6;49.70111;5.96722
111;SEPTD_grab 60;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;100;135;100-300;6;49.70111;5.96722
112;SEPTD_grab 62;SEPTD;Germanie;Gaule du nord;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
113;SEPTD_grab 69;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;70;100;1-100;7;49.70111;5.96722
114;SEPTD_grab 7;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin probable;adulte;135;175;100-300;5;49.70111;5.96722
115;SEPTD_grab 70;SEPTD;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
116;SEPTD_grab 77;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
117;SEPTD_grab 8;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;135;175;100-300;5;49.70111;5.96722
118;SEPTD_grab 83;SEPTD;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
119;SEPTD_grab 84;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;non;masculin;adulte;70;100;1-100;7;49.70111;5.96722
120;SEPTD_grab 88;SEPTD;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;100;135;100-300;6;49.70111;5.96722
121;SEPTD_grab 90;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;135;175;100-300;5;49.70111;5.96722
122;STGRRFUN_F. 21288;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;oui;indéterminé;indéterminé;1;130;1-100;8;48.5846;7.7507
123;STGRRFUN_F. 21307;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;oui;masculin + masculin;adulte;1;130;1-100;8;48.5846;7.7507
124;STGRRFUN_F. 21308;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
125;STGRRFUN_F. 21309;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;oui;indéterminé;indéterminé;1;130;1-100;8;48.5846;7.7507
126;STGRRFUN_F. 21361;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;1;130;1-100;8;48.5846;7.7507
127;STGRRFUN_F. 20295;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;non;masculin;adulte;1;130;1-100;9;48.5846;7.7507
128;STGRRFUN_F. 20341;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
129;STGRRFUN_F. 20342;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
130;STGRRFUN_F. 20345;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;non;masculin;adulte;1;130;1-100;9;48.5846;7.7507
131;STGRRFUN_F. 20515;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;1;130;1-100;8;48.5846;7.7507
132;STGRRFUN_F. 20473;STGRRFUN;Germanie;Gaule du nord;0;1;1;0;1;0;0;0;0;0;0;0;0;0;32;oui;masculin + masculin;adulte;1;130;1-100;8;48.5846;7.7507
133;STGRRFUN_F. 20682;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;1;130;1-100;8;48.5846;7.7507
134;STGRRFUN_F. 20780;STGRRFUN;Germanie;Gaule du nord;0;1;1;0;0;0;0;0;0;1;0;0;0;0;11;non;indéterminé;enfant;1;130;1-100;8;48.5846;7.7507
135;STGRRFUN_F. 20771;STGRRFUN;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;1;0;0;0;0;46;non;indéterminé;indéterminé;1;130;1-100;8;48.5846;7.7507
136;STGRRFUN_F. 20802;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;non;masculin;adulte;1;130;1-100;9;48.5846;7.7507
137;STGRRFUN_F. 20750;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
138;STGRRFUN_F. 21079;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
139;STGRRFUN_F. 21289;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;indéterminé;1;130;1-100;8;48.5846;7.7507
140;STGRRFUN_F. 21301;STGRRFUN;Germanie;Gaule du nord;1;0;1;0;0;0;0;0;0;0;0;0;0;0;193;non;masculin;adulte;1;130;1-100;9;48.5846;7.7507
141;STGRRFUN_F. 21363;STGRRFUN;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;1;130;1-100;8;48.5846;7.7507
142;WED_grab 1;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
143;WED_grab 10;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
144;WED_grab 100;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
145;WED_grab 1003;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
146;WED_grab 1004;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
147;WED_grab 1006;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
