"ID";"tombe";"site";"province";"zone_geo";"amphore";"monnaie";"lampe";"armement";"parure";"strigile";"instrument.de.toilette";"miroir";"vaisselle.métallique";"vaisselle.en.verre";"matériaux.précieux";"char";"lit.funéraire";"instrument.écriture";"quantité.objet";"tombe_multiple";"sexe.defunt";"classe.age.defunt";"date_debut";"date_fin";"centre_chrono";"intervalle_personnalise";"groupe_cah";"diversite"
"254";"RICH_INC 7";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;"non";"indéterminé";"adulte";150;250;200;"100 - 300";"1";1
"255";"RICH_FS 5107";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"féminin";"adulte";50;130;90;"1 - 100";"1";0
"256";"SPTC_fosse B";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"257";"SPTC_tombe 1";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;1;0;0;0;0;7;"non";"féminin";"adulte";70;150;110;"100 - 300";"1";2
"258";"SPTC_tombe 100";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";15;100;57,5;"1 - 100";"1";0
"259";"SPTC_tombe 102";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"masculin";"adulte";60;100;80;"1 - 100";"1";1
"260";"SPTC_tombe 104";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;1;0;1;0;0;0;0;8;"non";"masculin";"adulte";70;150;110;"100 - 300";"1";2
"261";"SPTC_tombe 105";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;"non";"indéterminé";"indéterminé";140;200;170;"100 - 300";"1";2
"262";"SPTC_tombe 107";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;9;"non";"indéterminé";"adulte";100;150;125;"100 - 300";"1";2
"263";"SPTC_tombe 108";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"oui";"indéterminé";"mixte (adulte + enfant)";70;150;110;"100 - 300";"1";1
"264";"SPTC_tombe 11";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";15;100;57,5;"1 - 100";"1";1
"265";"SPTC_tombe 114";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;"non";"masculin";"adulte";70;150;110;"100 - 300";"1";1
"266";"SPTC_tombe 116";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"masculin";"adulte";70;200;135;"100 - 300";"1";0
"267";"SPTC_tombe 117";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;"non";"masculin";"adulte";70;200;135;"100 - 300";"1";1
"268";"SPTC_tombe 121";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";1;199;100;"100 - 300";"1";0
"269";"SPTC_tombe 123";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;1;17;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";2
"270";"SPTC_tombe 125";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;1;25;"non";"féminin";"adulte";70;150;110;"100 - 300";"1";3
"271";"SPTC_tombe 127";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;1;0;0;0;12;"oui";"mixte";"mixte (indéterminé)";60;100;80;"1 - 100";"1";3
"272";"SPTC_tombe 13";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";0
"273";"SPTC_tombe 132";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";70;200;135;"100 - 300";"1";0
"274";"SPTC_tombe 133";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;17;"non";"féminin";"adulte";60;100;80;"1 - 100";"1";2
"275";"SPTC_tombe 135 I, II, III";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";70;200;135;"100 - 300";"1";0
"276";"SPTC_tombe 136";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;1;0;0;0;16;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";3
"277";"SPTC_tombe 136bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;36;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"278";"SPTC_tombe 137";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;24;"non";"indéterminé";"indéterminé";100;150;125;"100 - 300";"1";2
"279";"SPTC_tombe 138";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";140;200;170;"100 - 300";"1";1
"280";"SPTC_tombe 139";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";70;200;135;"100 - 300";"1";1
"281";"SPTC_tombe 14";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";0
"282";"SPTC_tombe 140";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;"non";"indéterminé";"adulte";100;150;125;"100 - 300";"1";2
"283";"SPTC_tombe 141";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"284";"SPTC_tombe 145";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;26;"non";"indéterminé";"enfant";60;100;80;"1 - 100";"1";1
"285";"SPTC_tombe 146";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;1;0;0;0;1;19;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";4
"286";"SPTC_tombe 15";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;1;0;0;0;0;16;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";3
"287";"SPTC_tombe 150";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;55;"non";"indéterminé";"indéterminé";140;200;170;"100 - 300";"1";1
"288";"SPTC_tombe 151";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;10;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"289";"SPTC_tombe 155";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"290";"SPTC_tombe 159";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"masculin";"adulte";140;200;170;"100 - 300";"1";0
"291";"SPTC_tombe 16";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"292";"SPTC_tombe 163";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"masculin";"adulte";100;200;150;"100 - 300";"1";1
"293";"SPTC_tombe 164";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;1;0;1;0;0;0;0;32;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";2
"294";"SPTC_tombe 165";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;0;0;0;0;0;10;"non";"indéterminé";"indéterminé";100;200;150;"100 - 300";"1";2
"295";"SPTC_tombe 166";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";1
"296";"SPTC_tombe 17";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;8;"oui";"indéterminé";"mixte (adulte + enfant)";60;100;80;"1 - 100";"1";3
"297";"SPTC_tombe 170";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";140;200;170;"100 - 300";"1";0
"298";"SPTC_tombe 173";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"299";"SPTC_tombe 174";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";1;199;100;"100 - 300";"1";1
"300";"SPTC_tombe 175";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";70;200;135;"100 - 300";"1";1
"301";"SPTC_tombe 176";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;21;"oui";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";3
"302";"SPTC_tombe 177";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"303";"SPTC_tombe 180";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"masculin";"adulte";70;150;110;"100 - 300";"1";1
"304";"SPTC_tombe 182";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";140;200;170;"100 - 300";"1";0
"305";"SPTC_tombe 184";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";0
"306";"SPTC_tombe 186";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";0
"307";"SPTC_tombe 19";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;1;0;14;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";2
"308";"SPTC_tombe 193";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"309";"SPTC_tombe 194";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"310";"SPTC_tombe 195";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";0
"311";"SPTC_tombe 197";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;1;0;0;0;0;12;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";2
"312";"SPTC_tombe 20";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";0
"313";"SPTC_tombe 207";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;33;"non";"indéterminé";"indéterminé";100;150;125;"100 - 300";"1";1
"314";"SPTC_tombe 209";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;85;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";3
"315";"SPTC_tombe 21";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";2
"316";"SPTC_tombe 210";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;200;135;"100 - 300";"1";0
"317";"SPTC_tombe 211";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;"non";"indéterminé";"adulte";100;150;125;"100 - 300";"1";1
"318";"SPTC_tombe 213";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"féminin";"adulte";100;150;125;"100 - 300";"1";1
"319";"SPTC_tombe 215";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;17;"non";"indéterminé";"adulte";100;150;125;"100 - 300";"1";3
"320";"SPTC_tombe 216";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"321";"SPTC_tombe 218";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";1
"322";"SPTC_tombe 22";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"323";"SPTC_tombe 228";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;6;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";2
"324";"SPTC_tombe 231";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";0
"325";"SPTC_tombe 240";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"326";"SPTC_tombe 243";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;1;0;0;0;18;"non";"indéterminé";"indéterminé";100;200;150;"100 - 300";"1";2
"327";"SPTC_tombe 244";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;20;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"328";"SPTC_tombe 245";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";140;200;170;"100 - 300";"1";1
"329";"SPTC_tombe 246";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;8;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"330";"SPTC_tombe 247";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;12;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"331";"SPTC_tombe 25";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";0
"332";"SPTC_tombe 252";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;"non";"indéterminé";"indéterminé";15;100;57,5;"1 - 100";"1";0
"333";"SPTC_tombe 257";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";140;200;170;"100 - 300";"1";1
"334";"SPTC_tombe 258";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;1;0;0;0;1;0;0;0;1;26;"non";"indéterminé";"indéterminé";100;150;125;"100 - 300";"1";4
"335";"SPTC_tombe 259";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;6;"non";"indéterminé";"indéterminé";100;150;125;"100 - 300";"1";2
"336";"SPTC_tombe 260";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;21;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"337";"SPTC_tombe 262";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"338";"SPTC_tombe 268";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;30;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"339";"SPTC_tombe 269";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;1;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"340";"SPTC_tombe 27";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";1
"341";"SPTC_tombe 270";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;"non";"indéterminé";"adulte";70;150;110;"100 - 300";"1";1
"342";"SPTC_tombe 272";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";100;150;125;"100 - 300";"1";1
"343";"SPTC_tombe 275";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;146;"non";"masculin";"adulte";70;150;110;"100 - 300";"1";1
"344";"SPTC_tombe 276";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;32;"non";"indéterminé";"indéterminé";70;200;135;"100 - 300";"1";1
"345";"SPTC_tombe 277";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;29;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"346";"SPTC_tombe 277bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;20;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"347";"SPTC_tombe 278";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";1
"348";"SPTC_tombe 280";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;1;39;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";3
"349";"SPTC_tombe 281";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
"350";"SPTC_tombe 283";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;200;135;"100 - 300";"1";1
"351";"SPTC_tombe 285";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;9;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";2
"352";"SPTC_tombe 286";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";0
"353";"SPTC_tombe 29";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";15;100;57,5;"1 - 100";"1";1
"354";"SPTC_tombe 3";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"masculin";"adulte";70;150;110;"100 - 300";"1";1
"355";"SPTC_tombe 31";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"356";"SPTC_tombe 32";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;30;"oui";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"357";"SPTC_tombe 35";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"enfant";15;100;57,5;"1 - 100";"1";0
"358";"SPTC_tombe 39";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";1
"359";"SPTC_tombe 39bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";70;150;110;"100 - 300";"1";0
"360";"SPTC_tombe 4";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;"non";"indéterminé";"indéterminé";15;100;57,5;"1 - 100";"1";1
"361";"SPTC_tombe 40";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;23;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";2
"362";"SPTC_tombe 42";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;1;0;1;0;0;0;0;17;"non";"indéterminé";"adulte";15;100;57,5;"1 - 100";"1";2
"363";"SPTC_tombe 43";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"364";"SPTC_tombe 44";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;4;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";2
"365";"SPTC_tombe 45";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;1;23;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";3
"366";"SPTC_tombe 46bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"adulte";70;200;135;"100 - 300";"1";1
"367";"SPTC_tombe 47";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;"non";"indéterminé";"adulte";15;100;57,5;"1 - 100";"1";1
"368";"SPTC_tombe 51";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";1
"369";"SPTC_tombe 53";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;"non";"indéterminé";"enfant";70;200;135;"100 - 300";"1";1
"370";"SPTC_tombe 53bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";0
"371";"SPTC_tombe 55";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";70;150;110;"100 - 300";"1";1
"372";"SPTC_tombe 56";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";70;150;110;"100 - 300";"1";1
"373";"SPTC_tombe 56bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;"non";"indéterminé";"indéterminé";70;200;135;"100 - 300";"1";1
"374";"SPTC_tombe 58 I";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;"non";"masculin";"adulte";140;200;170;"100 - 300";"1";0
"375";"SPTC_tombe 59";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"376";"SPTC_tombe 61";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";1
"377";"SPTC_tombe 62";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"378";"SPTC_tombe 63bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";100;150;125;"100 - 300";"1";1
"379";"SPTC_tombe 64";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";70;150;110;"100 - 300";"1";1
"380";"SPTC_tombe 65";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;"non";"masculin";"adulte";70;200;135;"100 - 300";"1";1
"381";"SPTC_tombe 66";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";1
