"ID";"tombe";"site";"province";"zone_geo";"amphore";"monnaie";"lampe";"armement";"parure";"strigile";"instrument.de.toilette";"miroir";"vaisselle.métallique";"vaisselle.en.verre";"matériaux.précieux";"char";"lit.funéraire";"instrument.écriture";"quantité.objet";"tombe_multiple";"sexe.defunt";"classe.age.defunt";"date_debut";"date_fin";"centre_chrono";"intervalle_personnalise";"groupe_cah";"diversite"
"122";"NIMJJ_SP1348";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";1;200;100,5;"100 - 300";"1";0
"123";"NIMJJ_SP1349";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";15;200;107,5;"100 - 300";"1";0
"124";"NIMJJ_SP1351";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";1;200;100,5;"100 - 300";"1";0
"125";"NIMJJ_SP1357";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"adulte";15;200;107,5;"100 - 300";"1";0
"126";"NIMJJ_SP1362";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;1;0;0;0;0;18;"non";"indéterminé";"enfant";100;170;135;"100 - 300";"1";2
"127";"NIMJJ_SP1363";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"enfant";100;170;135;"100 - 300";"1";0
"128";"NIMJJ_SP1380";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";25;75;50;"1 - 100";"1";0
"129";"NIMJJ_SP1381";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"enfant";25;75;50;"1 - 100";"1";0
"130";"NIMJJ_SP1393";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"bébé";50;300;175;"100 - 300";"1";0
"131";"NIMJJ_SP1394";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;1;0;0;0;0;0;0;0;0;1;8;"non";"indéterminé";"enfant";125;170;147,5;"100 - 300";"1";2
"132";"NIMJJ_SP1395";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";1;200;100,5;"100 - 300";"1";1
"133";"NIMJJ_SP2002";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"enfant";75;150;112,5;"100 - 300";"1";0
"134";"NIMJJ_SP2010";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"féminin";"adulte";100;175;137,5;"100 - 300";"1";0
"135";"NIMJJ_SP2014";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;97;"non";"indéterminé";"adulte";100;175;137,5;"100 - 300";"1";2
"136";"NIMJJ_SP2024";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;"non";"indéterminé";"adulte";125;175;150;"100 - 300";"1";2
"137";"NIMJJ_SP2031";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;45;"non";"indéterminé";"adulte";100;175;137,5;"100 - 300";"1";3
"138";"NIMJJ_SP2034";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;11;"non";"indéterminé";"enfant";100;175;137,5;"100 - 300";"1";2
"139";"NIMJJ_SP2037";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;1;0;0;0;0;0;0;0;0;0;62;"non";"indéterminé";"adulte";75;150;112,5;"100 - 300";"1";2
"140";"NIMJJ_SP2039";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";50;100;75;"1 - 100";"1";0
"141";"NIMJJ_SP2046";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"bébé";100;175;137,5;"100 - 300";"1";1
"142";"NIMJJ_SP2057";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"bébé";50;100;75;"1 - 100";"1";1
"143";"NIMJJ_SP2069";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;1;1;0;0;0;0;0;1;0;0;0;0;39;"non";"masculin";"adulte";50;100;75;"1 - 100";"1";3
"144";"NIMJJ_Structure 38";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"non";"féminin probable";"adulte";70;170;120;"100 - 300";"1";1
"145";"NIMJJ_VP1258";"NIMJJ";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;284;128,5;"100 - 300";"1";0
"146";"PAU_T1";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";0
"147";"PAU_T101";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"148";"PAU_T102";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;"non";"indéterminé";"adulte";96;400;248;"100 - 300";"2";2
"149";"PAU_T103";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";-27;300;136,5;"100 - 300";"1";1
"150";"PAU_T105";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";193;235;214;"100 - 300";"1";1
"151";"PAU_T11";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"152";"PAU_T110";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"153";"PAU_T111";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";50;400;225;"100 - 300";"2";0
"154";"PAU_T113";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";1
"155";"PAU_T116";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";0
"156";"PAU_T117";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";2
"157";"PAU_T119A";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"oui";"indéterminé";"adulte";50;400;225;"100 - 300";"2";1
"158";"PAU_T12";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"enfant";41;68;54,5;"1 - 100";"1";1
"159";"PAU_T121";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"oui";"indéterminé";"mixte (indéterminé)";-27;96;34,5;"1 - 100";"1";0
"160";"PAU_T122";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";50;400;225;"100 - 300";"2";1
"161";"PAU_T123";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"162";"PAU_T124";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";-27;96;34,5;"1 - 100";"1";1
"163";"PAU_T125";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";96;200;148;"100 - 300";"1";1
"164";"PAU_T127";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";2
"165";"PAU_T128";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";193;235;214;"100 - 300";"1";1
"166";"PAU_T13";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"indéterminé";-27;96;34,5;"1 - 100";"1";1
"167";"PAU_T133";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";96;200;148;"100 - 300";"1";1
"168";"PAU_T134";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";193;235;214;"100 - 300";"1";2
"169";"PAU_T135";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";69;235;152;"100 - 300";"1";1
"170";"PAU_T136";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";50;400;225;"100 - 300";"2";1
"171";"PAU_T138";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";50;400;225;"100 - 300";"2";0
"172";"PAU_T141";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";96;200;148;"100 - 300";"1";2
"173";"PAU_T144";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";200;300;250;"100 - 300";"2";1
"174";"PAU_T145";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";193;235;214;"100 - 300";"1";1
"175";"PAU_T146";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";193;300;246,5;"100 - 300";"2";1
"176";"PAU_T149";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";50;400;225;"100 - 300";"2";1
"177";"PAU_T15";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"oui";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"178";"PAU_T151";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"179";"PAU_T152";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"masculin";"adulte";96;200;148;"100 - 300";"1";1
"180";"PAU_T153";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";69;235;152;"100 - 300";"1";1
"181";"PAU_T156";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"oui";"indéterminé";"mixte (adulte + enfant)";69;192;130,5;"100 - 300";"1";1
"182";"PAU_T159";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;"non";"indéterminé";"indéterminé";96;200;148;"100 - 300";"1";1
"183";"PAU_T161";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"184";"PAU_T162";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";69;96;82,5;"1 - 100";"1";2
"185";"PAU_T163";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"oui";"mixte";"mixte (adulte + enfant)";96;200;148;"100 - 300";"1";1
"186";"PAU_T164";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"187";"PAU_T165";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";1
"188";"PAU_T167";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";-27;200;86,5;"1 - 100";"1";1
"189";"PAU_T168";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";193;300;246,5;"100 - 300";"2";1
"190";"PAU_T171";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"191";"PAU_T19B";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";1
"192";"PAU_T2";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";50;400;225;"100 - 300";"2";1
"193";"PAU_T24";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"bébé";69;96;82,5;"1 - 100";"1";0
"194";"PAU_T26B";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"195";"PAU_T26E";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";1
"196";"PAU_T29";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";69;192;130,5;"100 - 300";"1";1
"197";"PAU_T30";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"198";"PAU_T31";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";69;192;130,5;"100 - 300";"1";0
"199";"PAU_T32";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"oui";"indéterminé";"mixte (adulte + enfant)";69;96;82,5;"1 - 100";"1";1
"200";"PAU_T36";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"201";"PAU_T37";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"202";"PAU_T38";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"203";"PAU_T39";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"204";"PAU_T4";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;"oui";"indéterminé";"mixte (adulte + enfant)";69;192;130,5;"100 - 300";"1";1
"205";"PAU_T41";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";200;400;300;"100 - 300";"2";0
"206";"PAU_T43";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";-27;200;86,5;"1 - 100";"1";0
"207";"PAU_T44";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";193;300;246,5;"100 - 300";"2";1
"208";"PAU_T47";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"209";"PAU_T48";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"210";"PAU_T49";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"211";"PAU_T5";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";50;400;225;"100 - 300";"2";1
"212";"PAU_T50";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"féminin";"adulte";69;96;82,5;"1 - 100";"1";1
"213";"PAU_T54";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"214";"PAU_T55";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";41;68;54,5;"1 - 100";"1";0
"215";"PAU_T56";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";0
"216";"PAU_T58";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";69;300;184,5;"100 - 300";"1";1
"217";"PAU_T62";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";-27;200;86,5;"1 - 100";"1";0
"218";"PAU_T63";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;"non";"indéterminé";"enfant";-27;200;86,5;"1 - 100";"1";0
"219";"PAU_T64";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;79;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"220";"PAU_T66";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"indéterminé";69;235;152;"100 - 300";"1";1
"221";"PAU_T67";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-27;300;136,5;"100 - 300";"1";0
"222";"PAU_T68";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"223";"PAU_T70A";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"224";"PAU_T70B";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"225";"PAU_T71A";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"226";"PAU_T71B";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"227";"PAU_T71C";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"228";"PAU_T71D";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"229";"PAU_T72";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"230";"PAU_T75";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";96;200;148;"100 - 300";"1";0
"231";"PAU_T77";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";1
"232";"PAU_T78";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";-27;235;104;"100 - 300";"1";1
"233";"PAU_T8";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"oui";"indéterminé";"adulte";96;200;148;"100 - 300";"1";1
"234";"PAU_T80";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"235";"PAU_T81";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";69;192;130,5;"100 - 300";"1";0
"236";"PAU_T84";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";1
"237";"PAU_T85";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"238";"PAU_T87";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";96;200;148;"100 - 300";"1";1
"239";"PAU_T89";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";0
"240";"PAU_T91A";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"féminin";"adulte";96;200;148;"100 - 300";"1";0
"241";"PAU_T92";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";193;235;214;"100 - 300";"1";1
"242";"PAU_T93";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";69;192;130,5;"100 - 300";"1";0
"243";"PAU_T95";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";96;200;148;"100 - 300";"1";0
"244";"PAU_T96";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"masculin";"adulte";96;200;148;"100 - 300";"1";0
"245";"PAU_T98";"PAU";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"246";"RICH_INC 1";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";130;199;164,5;"100 - 300";"1";0
"247";"RICH_INC 10";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";150;250;200;"100 - 300";"1";1
"248";"RICH_INC 13";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";130;199;164,5;"100 - 300";"1";0
"249";"RICH_INC 16";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"oui";"indéterminé";"adulte";50;130;90;"1 - 100";"1";0
"250";"RICH_INC 17";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;1;0;0;0;0;0;1;0;1;1;197;"oui";"féminin";"adulte";50;130;90;"1 - 100";"1";4
"251";"RICH_SP 2";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";270;800;535;NA;"2";0
"252";"RICH_SP 20";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";270;800;535;NA;"2";0
"253";"RICH_INC 14";"RICH";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"non";"indéterminé";"adulte";50;130;90;"1 - 100";"1";0
