ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument de toilette;miroir;vaisselle métallique;vaisselle en verre;matériaux précieux;char;lit funéraire;instrument écriture;quantité objet;tombe_multiple;sexe defunt;classe age defunt;date_debut;date_fin
396;NIMJJ_SP1362;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;4;0;0;0;0;0;0;0;1;0;0;0;0;18;non;indéterminé;infans I;100;170
397;NIMJJ_SP1363;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans I;100;170
398;NIMJJ_SP1380;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;25;75
399;NIMJJ_SP1381;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;infans I ou II;25;75
400;NIMJJ_SP1393;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;prématuré;50;300
401;NIMJJ_SP1394;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;1;0;0;0;0;0;0;0;0;2;8;non;indéterminé;juvenis;125;170
402;NIMJJ_SP1395;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;1;200
403;NIMJJ_SP2002;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;infans I;75;150
404;NIMJJ_SP2010;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;féminin;jeune adulte;100;175
405;NIMJJ_SP2014;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;4;0;0;0;0;0;0;1;0;0;0;0;97;non;indéterminé;jeune adulte;100;175
406;NIMJJ_SP2024;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;adulte;125;175
407;NIMJJ_SP2031;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;2;2;0;0;0;0;0;0;13;0;0;0;0;45;non;indéterminé;jeune adulte;100;175
408;NIMJJ_SP2034;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;2;0;0;0;0;11;non;indéterminé;infans II;100;175
409;NIMJJ_SP2037;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;2;0;0;1;0;0;0;0;0;0;0;0;0;62;non;indéterminé;adulte;75;150
410;NIMJJ_SP2039;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;juvenis ou adulte;50;100
411;NIMJJ_SP2046;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;périnatal ou infans I;100;175
412;NIMJJ_SP2057;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;non;indéterminé;périnatal;50;100
413;NIMJJ_SP2069;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;5;0;0;0;0;0;0;7;0;0;0;0;39;non;masculin;adulte mature;50;100
414;NIMJJ_Structure 38;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;féminin ?;jeune adulte;70;170
415;NIMJJ_VP1258;NIMJJ;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;juvenis ou adulte;-27;284
416;PAU_T1;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;jeune adulte ou adulte mature;41;68
417;PAU_T101;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
418;PAU_T102;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;non;indéterminé;adulte;96;400
419;PAU_T103;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;-27;300
420;PAU_T105;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;193;235
421;PAU_T11;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
422;PAU_T110;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;96;200
423;PAU_T111;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;50;400
424;PAU_T113;PAU;Gaule Narbonnaise;Gaule du sud;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;96;200
425;PAU_T116;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;non;indéterminé;adulte;41;68
426;PAU_T117;PAU;Gaule Narbonnaise;Gaule du sud;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
427;PAU_T119A;PAU;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;oui;indéterminé;adulte mature + adulte;50;400
428;PAU_T12;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;non;indéterminé;infans II;41;68
429;PAU_T121;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;oui;indéterminé;indéterminé + adulte;-27;96
430;PAU_T122;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;50;400
431;PAU_T123;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
432;PAU_T124;PAU;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;-27;96
433;PAU_T125;PAU;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;96;200
434;PAU_T127;PAU;Gaule Narbonnaise;Gaule du sud;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;96;200
435;PAU_T128;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;193;235
436;PAU_T13;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;pas d'ossements;-27;96
437;PAU_T133;PAU;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;96;200
438;PAU_T134;PAU;Gaule Narbonnaise;Gaule du sud;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;193;235
439;PAU_T135;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;69;235
440;PAU_T136;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;50;400
441;PAU_T138;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;50;400
442;PAU_T141;PAU;Gaule Narbonnaise;Gaule du sud;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;96;200
443;PAU_T144;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;200;300
444;PAU_T145;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;193;235
445;PAU_T146;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;193;300
446;PAU_T149;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;50;400
447;PAU_T15;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;oui;indéterminé;juvenis ou jeune adulte + jeune adulte;14;68
448;PAU_T151;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-27;96
449;PAU_T152;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin;adulte sénile;96;200
450;PAU_T153;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;69;235
451;PAU_T156;PAU;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;oui;indéterminé;adulte mature + infans I;69;192
452;PAU_T159;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;non;indéterminé;pas d'ossements;96;200
453;PAU_T161;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
454;PAU_T162;PAU;Gaule Narbonnaise;Gaule du sud;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;69;96
455;PAU_T163;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;oui;indéterminé + féminin;infans I + adulte mature;96;200
456;PAU_T164;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;96;200
457;PAU_T165;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;200
458;PAU_T167;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;-27;200
459;PAU_T168;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;193;300
460;PAU_T171;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;14;68
461;PAU_T19B;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte mature;69;96
462;PAU_T2;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;50;400
463;PAU_T24;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;périnatal;69;96
464;PAU_T26B;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;37
465;PAU_T26E;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-27;37
466;PAU_T29;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;69;192
467;PAU_T30;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;14;68
468;PAU_T31;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;69;192
469;PAU_T32;PAU;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;oui;indéterminé;adulte mature + périnatal;69;96
470;PAU_T36;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;14;68
471;PAU_T37;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;jeune adulte;14;68
472;PAU_T38;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;jeune adulte;-27;200
473;PAU_T39;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;41;68
474;PAU_T4;PAU;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;oui;indéterminé;infans II + adulte sénile;69;192
475;PAU_T41;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;200;400
476;PAU_T43;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-27;200
477;PAU_T44;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;193;300
478;PAU_T47;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-27;96
479;PAU_T48;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;non;indéterminé;adulte mature;-27;200
480;PAU_T49;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;jeune adulte;14;68
481;PAU_T5;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;50;400
482;PAU_T50;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte sénile;69;96
483;PAU_T54;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;jeune adulte;41;68
484;PAU_T55;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;non étudié;non étudié;41;68
485;PAU_T56;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte mature ou sénile;69;96
486;PAU_T58;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;69;300
487;PAU_T62;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;pas d'ossements;-27;200
488;PAU_T63;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;non;indéterminé;infans I ou II;-27;200
489;PAU_T64;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;79;non;indéterminé;adulte;41;68
490;PAU_T66;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;pas d'ossements;69;235
491;PAU_T67;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-27;300
492;PAU_T68;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
493;PAU_T70A;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;200
494;PAU_T70B;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
495;PAU_T71A;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
496;PAU_T71B;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-27;96
497;PAU_T71C;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;jeune adulte;-27;96
498;PAU_T71D;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;jeune adulte;-27;200
499;PAU_T72;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
500;PAU_T75;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;96;200
501;PAU_T77;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;96;200
502;PAU_T78;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;-27;235
503;PAU_T8;PAU;Gaule Narbonnaise;Gaule du sud;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;oui;indéterminé;jeune adulte ou adulte mature + jeune adulte;96;200
504;PAU_T80;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte mature;96;200
505;PAU_T81;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;69;192
506;PAU_T84;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
507;PAU_T85;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
508;PAU_T87;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;96;200
509;PAU_T89;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;69;96
510;PAU_T91A;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;96;200
511;PAU_T92;PAU;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;193;235
512;PAU_T93;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;69;192
513;PAU_T95;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
514;PAU_T96;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;96;200
515;PAU_T98;PAU;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-27;200
516;RICH_INC 1;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;adulte;130;199
517;RICH_INC 10;RICH;Gaule Narbonnaise;Gaule du sud;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;150;250
518;RICH_INC 13;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;130;199
519;RICH_INC 16;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;oui;indéterminé;adulte mature + adulte mature;50;130
520;RICH_INC 17;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;1;0;0;0;0;0;3;0;4;4;197;oui;féminin + féminin;jeune adulte + jeune adulte;50;130
521;RICH_SP 2;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;270;800
522;RICH_SP 20;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;270;800
523;RICH_INC 14;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;non;indéterminé;adulte;50;130
524;RICH_INC 7;RICH;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;non;indéterminé;adulte mature;150;250
525;RICH_FS 5107;RICH;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;féminin;jeune adulte;50;130
526;SEPTD_grab 1;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;non;masculin;adulte;135;175
527;SEPTD_grab 10;SEPTD;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;135;175
528;SEPTD_grab 101;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135
529;SEPTD_grab 106;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;135;175
530;SEPTD_grab 111;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;70;100
531;SEPTD_grab 118;SEPTD;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;100;135
532;SEPTD_grab 119;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte sénile;70;100
533;SEPTD_grab 121;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin;adulte mature;70;100
534;SEPTD_grab 122;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;70;100
535;SEPTD_grab 124;SEPTD;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;70;100
536;SEPTD_grab 129;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;70;100
537;SEPTD_grab 132;SEPTD;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;70;100
538;SEPTD_grab 136;SEPTD;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;135;175
539;SEPTD_grab 140;SEPTD;Germanie;Gaule du nord;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;non;féminin ?;adulte;15;70
540;SEPTD_grab 149;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;non;indéterminé;indéterminé;100;135
541;SEPTD_grab 153;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;70;135
542;SEPTD_grab 154B;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;non;indéterminé;indéterminé;0;0
543;SEPTD_grab 162;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte mature;0;0
544;SEPTD_grab 165;SEPTD;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;70;100
545;SEPTD_grab 167;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;135;175
546;SEPTD_grab 174;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;135;175
547;SEPTD_grab 179;SEPTD;Germanie;Gaule du nord;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;135;175
548;SEPTD_grab 182;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135
549;SEPTD_grab 19;SEPTD;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;70;100
550;SEPTD_grab 191;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135
551;SEPTD_grab 192;SEPTD;Germanie;Gaule du nord;0;0;0;0;5;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;135;175
552;SEPTD_grab 194;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;175
553;SEPTD_grab 199;SEPTD;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;masculin ?;adulte;100;135
554;SEPTD_grab 2;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135
555;SEPTD_grab 20;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin;adulte mature;100;135
556;SEPTD_grab 211;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;100;135
557;SEPTD_grab 22;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;indéterminé;70;100
558;SEPTD_grab 33;SEPTD;Germanie;Gaule du nord;0;1;0;0;3;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;100;135
559;SEPTD_grab 39;SEPTD;Germanie;Gaule du nord;0;0;0;0;8;0;0;0;0;0;0;0;0;0;10;oui;masculin + féminin;adulte + adulte mature;100;135
560;SEPTD_grab 43;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;0;0
561;SEPTD_grab 45;SEPTD;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;masculin;jeune adulte;100;135
562;SEPTD_grab 46;SEPTD;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;135;175
563;SEPTD_grab 48;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;100;135
564;SEPTD_grab 5;SEPTD;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;135;175
