ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument de toilette;miroir;vaisselle métallique;vaisselle en verre;matériaux précieux;char;lit funéraire;instrument écriture;quantité objet;tombe_multiple;sexe defunt;classe age defunt;date_debut;date_fin
790;STL_T162;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
791;STL_T165;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte mature;-50;-25
792;STL_T166;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;non;indéterminé;adulte;-27;14
793;STL_T167;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-27;96
794;STL_T17;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
795;STL_T173;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;pas d'ossements;14;68
796;STL_T174;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;37;non;indéterminé;infans II;-27;96
797;STL_T175;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte sénile;41;68
798;STL_T176/177;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;pas d'ossements;-27;70
799;STL_T178;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;14;68
800;STL_T179A;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;non;indéterminé;adulte mature;-27;14
801;STL_T179B;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-27;96
802;STL_T181;STL;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;non;indéterminé;infans I;-50;400
803;STL_T182;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;non;indéterminé;adulte;-27;96
804;STL_T183;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
805;STL_T185;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;oui;indéterminé;indéterminé + adulte;41;68
806;STL_T186;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;non;indéterminé;infans I ou II;-27;14
807;STL_T188;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;69;96
808;STL_T19;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;non;indéterminé;adulte;-50;400
809;STL_T190;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
810;STL_T192;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-27;96
811;STL_T195;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-50;400
812;STL_T198;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;adulte;14;68
813;STL_T199;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-27;37
814;STL_T20;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;-27;70
815;STL_T202;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans I;14;68
816;STL_T203;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;300
817;STL_T204;STL;Gaule Narbonnaise;Gaule du sud;0;0;3;0;0;0;0;0;0;0;1;0;0;0;16;non;indéterminé;infans I;-27;37
818;STL_T205;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;1;9;non;indéterminé;adulte mature;14;37
819;STL_T206;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;14;non;indéterminé;adulte mature;-27;70
820;STL_T207;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I ou II;-50;400
821;STL_T208;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;non;indéterminé;infans I;-27;37
822;STL_T209;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte mature;14;37
823;STL_T210;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;14;37
824;STL_T211;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;non;indéterminé;infans II;-27;70
825;STL_T213;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;non;indéterminé;adulte;-27;70
826;STL_T214;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;non;indéterminé;adulte mature;-27;37
827;STL_T215;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;1;0;67;non;indéterminé;adulte;-27;14
828;STL_T216;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;non;indéterminé;indéterminé;-27;14
829;STL_T217;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-27;37
830;STL_T218;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;1;0;0;0;17;non;indéterminé;infans I;14;68
831;STL_T219;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;non;indéterminé;adulte;-27;14
832;STL_T22;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;41;68
833;STL_T220;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;55;non;indéterminé;adulte;14;68
834;STL_T221;STL;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
835;STL_T222;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-27;70
836;STL_T228;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;jeune adulte ou adulte mature;-27;96
837;STL_T229;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;1;0;9;non;indéterminé;infans I ou II;-27;14
838;STL_T230;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;8;0;12;non;indéterminé;adulte mature;-27;14
839;STL_T231;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-50;400
840;STL_T232;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;non;indéterminé;périnatal;-50;400
841;STL_T233;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-50;400
842;STL_T237;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-27;96
843;STL_T238;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-27;200
844;STL_T241;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;non;indéterminé;adulte;-27;14
845;STL_T243;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;-27;96
846;STL_T245;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;non;indéterminé;infans I;-27;14
847;STL_T246;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-27;70
848;STL_T247;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;non;indéterminé;adulte mature;14;37
849;STL_T248;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;non étudié;non étudié;14;68
850;STL_T250;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;non;indéterminé;adulte;14;37
851;STL_T251;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;oui;indéterminé;juvenis ou jeune adulte + jeune adulte;-27;96
852;STL_T253;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;non;indéterminé;adulte;-27;96
853;STL_T254;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;non;indéterminé;adulte mature;-27;37
854;STL_T255;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;41;68
855;STL_T255B;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte mature;41;68
856;STL_T256;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;périnatal;-27;96
857;STL_T257;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal;300;400
858;STL_T26;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;41;68
859;STL_T260;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;non;indéterminé;infans I;-27;14
860;STL_T262;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;oui;indéterminé;infans I + adulte;14;37
861;STL_T262273;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;14;37
862;STL_T263;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;37
863;STL_T266;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal;-27;200
864;STL_T267;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-50;400
865;STL_T268;STL;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9;oui;indéterminé;adulte + infans I;14;37
866;STL_T269;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;juvenis ou jeune adulte;-27;37
867;STL_T270;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-50;400
868;STL_T271;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal;-50;400
869;STL_T274;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;non;indéterminé;adulte mature;-27;14
870;STL_T275;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
871;STL_T277;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;infans I ou II;-27;37
872;STL_T27B;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
873;STL_T281;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;non;indéterminé;infans II;-27;14
874;STL_T282;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;non;indéterminé;adulte mature;-27;14
875;STL_T283;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;oui;indéterminé;indéterminé + adulte;-27;96
876;STL_T285;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;21;non;indéterminé;infans II;14;68
877;STL_t286;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;infans II;-50;400
878;STL_T292;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-50;400
879;STL_T293;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-50;400
880;STL_T294;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;non;indéterminé;adulte;-50;400
881;STL_T295;STL;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;14
882;STL_T296;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
883;STL_T298;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-50;400
884;STL_T299;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;non;masculin;adulte mature;69;96
885;STL_T305;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-27;70
886;STL_T307;STL;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;infans I;14;68
887;STL_T308;STL;Gaule Narbonnaise;Gaule du sud;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;jeune adulte;41;68
888;STL_T309;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;juvenis;-27;70
889;STL_T310;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-50;400
890;STL_T314;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;non;indéterminé;infans I ou II;-27;14
891;STL_T315;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;non;indéterminé;infans I;-27;37
892;STL_T316;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;oui;indéterminé;infans I + infans I ou II;-27;70
893;STL_T4;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;69;192
894;STL_T42;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;pas d'ossements;-27;96
895;STL_T43;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;41;68
896;STL_T46;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;infans I;14;68
897;STL_T49;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;oui;indéterminé;adulte mature + adulte mature;-27;14
898;STL_T5;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;14
899;STL_T50;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;pas d'ossements;69;96
900;STL_T52;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-50;400
901;STL_T56;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
902;STL_T57;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;adulte sénile;-27;200
903;STL_T58;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;200
904;STL_T6;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;14;0;19;oui;indéterminé;adulte sénile + adulte;-27;37
905;STL_T60;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;non;indéterminé;adulte mature;-27;96
906;STL_T61;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;69;96
907;STL_T62;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24;non;indéterminé;adulte;69;96
908;STL_T63;STL;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;14
909;STL_T65;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;infans I ou II;-27;70
910;STL_T66;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-27;14
911;STL_T67;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;69;192
912;STL_T6B;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;37
913;STL_T71;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;14;68
914;STL_T72B;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;14;68
915;STL_T73;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
916;STL_T74;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-27;70
917;STL_T75;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-27;37
918;STL_T76;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-50;400
919;STL_T77;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;non;indéterminé;adulte;-27;14
920;STL_T78;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;96;200
921;STL_T8;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;non;indéterminé;adulte;-27;70
922;STL_T80;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-27;70
923;STL_T81;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-27;96
924;STL_T82;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-27;96
925;STL_T83;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;non;indéterminé;pas d'ossements;-27;70
926;STL_T84;STL;Gaule Narbonnaise;Gaule du sud;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;-27;37
927;STL_T85;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans I;69;235
928;STL_T86;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;pas d'ossements;-27;37
929;STL_T87;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;non;indéterminé;adulte;-27;14
930;STL_T88;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-50;400
931;STL_T89;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;non;indéterminé;infans I;14;68
932;STL_T92;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;non;indéterminé;adulte;-27;14
933;STL_T94B;STL;Gaule Narbonnaise;Gaule du sud;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;non;indéterminé;adulte;14;68
934;STL_T95;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-27;96
935;STL_T97B;STL;Gaule Narbonnaise;Gaule du sud;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;-27;70
936;WED_grab 1;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
937;WED_grab 10;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100
938;WED_grab 100;WED;Germanie;Gaule du nord;0;0;1;0;5;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte mature;-20;100
939;WED_grab 1003;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;masculin ?;adulte;-20;100
940;WED_grab 1004;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
941;WED_grab 1006;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100
942;WED_grab 1009;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte mature;-20;100
943;WED_grab 1015;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;-20;100
944;WED_grab 1021;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;-20;100
945;WED_grab 1022;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
946;WED_grab 1025;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
947;WED_grab 1026;WED;Germanie;Gaule du nord;0;0;0;0;0;0;1;1;0;0;0;0;0;0;10;non;indéterminé;adulte;-20;100
948;WED_grab 1029;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
949;WED_grab 1030;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I ou infans II;-20;100
950;WED_grab 1032;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
951;WED_grab 1033;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;féminin;adulte mature;-20;100
952;WED_grab 1037;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
953;WED_grab 1039;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte sénile;-20;100
954;WED_grab 1040;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte;-20;100
955;WED_grab 1042;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
956;WED_grab 1045;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
957;WED_grab 1047;WED;Germanie;Gaule du nord;0;0;0;0;23;0;0;0;0;0;0;0;0;0;2;non;indéterminé;périnatal;-20;100
958;WED_grab 1049;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte sénile;-20;100
959;WED_grab 105;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin ?;adulte;-20;100
960;WED_grab 1052;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100
961;WED_grab 1054;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
962;WED_grab 1056;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100
963;WED_grab 1058;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans I;-20;100
964;WED_grab 1060;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;jeune adulte;-20;100
965;WED_grab 1068;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
