ID;site_abbreviation;zone_geo;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
3398;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;3;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3399;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;Isings 1957, type 6;;
3400;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;Isings 1957, type 8;;
3401;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;2;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3402;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3403;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3404;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3405;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;Isings 1957, type 6;;
3406;SPTC;Gaule du sud;toilette, hygiène;amphorette;récipient de cosmétique;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3407;SPTC;Gaule du sud;vaisselle;vase indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3408;SPTC;Gaule du sud;vaisselle;vase indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3409;SPTC;Gaule du sud;vaisselle;vase indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3410;SPTC;Gaule du sud;vaisselle;vase indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3411;SPTC;Gaule du sud;ameublement;élément de placage;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;15,3;
3412;SPTC;Gaule du sud;travail du textile;plaque métier à tisser;travail du textile;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;15,3;
3413;SPTC;Gaule du sud;ameublement;élément de placage;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;49,4;
3414;SPTC;Gaule du sud;ameublement;clou décoratif plaque de serrure;ameublement;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;9,5
3415;SPTC;Gaule du sud;ameublement;anneau;parure annulaire bague et anneau;1;argent;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3416;SPTC;Gaule du sud;ameublement;crampon à anneau;ameublement;1;alliage cuivreux, fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3417;SPTC;Gaule du sud;indéterminé;tôle;indéterminé;0;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3418;SPTC;Gaule du sud;ameublement;crampon à anneau;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3419;SPTC;Gaule du sud;parure, vêtement;clou de chaussure;clou de chaussure;8;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 7;;;
3420;SPTC;Gaule du sud;funéraire;urne;urne;1;plomb;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;;;240
3421;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Loeschcke 1919, type IC;106;
3422;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Isings 1957, type 6;;55
3423;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Isings 1957, type 6;;
3424;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;4;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Isings 1957, type 6;;
3425;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Isings 1957, type 6;;
3426;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;Isings 1957, type 6;;
3427;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;2;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;;;
3428;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;;;
3429;SPTC;Gaule du sud;ameublement;placage de lit;élément de lit funéraire;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 19;;;
3430;SPTC;Gaule du sud;funéraire;urne;urne;1;plomb;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;;185-210
3431;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;Isings 1957, type 6;;62
3432;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;Isings 1957, type 6;;
3433;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;Isings 1957, type 6;;
3434;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;;
3435;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;;
3436;SPTC;Gaule du sud;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;act. 16,2;
3437;SPTC;Gaule du sud;parure, vêtement;bague;parure annulaire bague et anneau;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;12;
3438;SPTC;Gaule du sud;indéterminé;tige;indéterminé;0;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 25;;29;
3439;SPTC;Gaule du sud;funéraire;urne;urne;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3440;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;Isings 1957, type 8;;
3441;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;Isings 1957, type 8/28a;;75
3442;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3443;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;Isings 1957, type 8;;
3444;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;Isings 1957, type 8;;
3445;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3446;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3447;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3448;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3449;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;9;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;
3450;SPTC;Gaule du sud;ameublement;applique de meuble;ameublement;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;act. 29,9;
3451;SPTC;Gaule du sud;ameublement;applique de meuble;ameublement;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;act. 22,4;
3452;SPTC;Gaule du sud;ameublement;applique de meuble;ameublement;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;act. 25,5;
3453;SPTC;Gaule du sud;parure, vêtement;baguette;ameublement;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;act. 75;
3454;SPTC;Gaule du sud;ameublement;placage de lit;élément de lit funéraire;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;;19
3455;SPTC;Gaule du sud;ameublement;applique de meuble;ameublement;1;os;mobilier résiduel;;crémation secondaire à urne;indéterminé;;jeune adulte;15;70;Gaule Narbonnaise;tombe 27;;act. 22,3;
3456;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;jeune adulte;15;100;Gaule Narbonnaise;tombe 85;;;
3457;SPTC;Gaule du sud;parure, vêtement;clou de chaussure;clou de chaussure;3;fer;mobilier résiduel;;crémation secondaire avec amas osseux;indéterminé;;jeune adulte;15;100;Gaule Narbonnaise;tombe 85;;;
3458;SPTC;Gaule du sud;funéraire;urne;urne;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;;max. 280
3459;SPTC;Gaule du sud;vaisselle;assiette;récipient culinaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;Isings 1957, type 23;;
3460;SPTC;Gaule du sud;stockage;pot;récipient de stockage;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;;
3461;SPTC;Gaule du sud;boisson;gobelet;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;;
3462;SPTC;Gaule du sud;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;Isings 1957, type 52;;
3463;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;Isings 1957, type 8;;
3464;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;;
3465;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;;
3466;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;rest. 100;
3467;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;24,8;
3468;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;masx. 102,7;
3469;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;64,7;
3470;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;12,4;
3471;SPTC;Gaule du sud;indéterminé;élément de métier à tisser ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;;14;
3472;SPTC;Gaule du sud;jeu, comptage;jeton;élément de jeu;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;jeune adulte;60;100;Gaule Narbonnaise;tombe 32;Béal 1983, type A.XXXIII.3;;
3473;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;jeune adulte;70;150;Gaule Narbonnaise;tombe 55;;96;24
3474;SPTC;Gaule du sud;indéterminé;objet indéterminé;indéterminé;0;os;dépôt primaire incertain;;crémation secondaire avec amas osseux;indéterminé;;jeune adulte;70;150;Gaule Narbonnaise;tombe 55;;;
3475;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;jeune adulte;140;200;Gaule Narbonnaise;tombe 93;Isings 1957, type 82b2;;
3476;SPTC;Gaule du sud;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;140;200;Gaule Narbonnaise;tombe 93;Isings 1957, type 51;;
3477;SPTC;Gaule du sud;travail du textile;aiguille;travail du textile;1;os;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;140;200;Gaule Narbonnaise;tombe 93;;act. 25,7;
3478;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;2;terre cuite;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;jeune adulte;140;200;Gaule Narbonnaise;tombe 93;;;
3479;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Loeschcke 1919, type IV;97;24
3480;SPTC;Gaule du sud;boisson;coupe;récipient à boire;1;verre;dépôt secondaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Isings 1957, type 42a;;
3481;SPTC;Gaule du sud;stockage;pot;récipient de stockage;1;verre;dépôt secondaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3482;SPTC;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Isings 1957, type 82b1;;
3483;SPTC;Gaule du sud;toilette, hygiène;miroir;miroir;1;alliage cuivreux;modalité de dépôt inconnue;var. Cb ?;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Lloyd-Morgan 1981, groupe C;;
3484;SPTC;Gaule du sud;écriture;boîte à sceau;intrument écriture sur cire;1;alliage cuivreux;dépôt secondaire incertain;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;16;
3485;SPTC;Gaule du sud;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Isings 1957, type 50a;;
3486;SPTC;Gaule du sud;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;Isings 1957, type 51;;
3487;SPTC;Gaule du sud;vaisselle;assiette;récipient culinaire;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3488;SPTC;Gaule du sud;vaisselle;assiette;récipient culinaire;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3489;SPTC;Gaule du sud;boisson;coupelle;récipient à boire;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3490;SPTC;Gaule du sud;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;act. 13,6;
3491;SPTC;Gaule du sud;ameublement;verrou de serrure de coffret;ameublement;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;act. 15;
3492;SPTC;Gaule du sud;indéterminé;attache d'anse de coffret ?;indéterminé;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3493;SPTC;Gaule du sud;indéterminé;coulure;indéterminé;0;plomb;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3494;SPTC;Gaule du sud;parure, vêtement;clou de chaussure;clou de chaussure;12;fer;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;féminin;;jeune adulte;70;150;Gaule Narbonnaise;tombe 125;;;
3495;MSB;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;;inhumation en cercueil en bois;féminin;;jeune adulte;100;150;Gaule Narbonnaise;tombe 126;"Rütti 1991, type AR140 ; Isings 1957, type 82a1";;
3496;MSB;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt primaire de mobilier;;tombe-bûcher;féminin;;jeune adulte;150;200;Gaule Narbonnaise;tombe 328;;;
3497;NIMJJ;Gaule du sud;commerce, échanges;bouteille;bouteille;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;féminin ?;;jeune adulte;70;170;Gaule Narbonnaise;Structure 38;Rütti 1991, AR 156;;
3498;SPTC;Gaule du sud;funéraire;urne;urne;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;masculin;;jeune adulte;60;100;Gaule Narbonnaise;tombe 81;;;320
3499;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire à urne;masculin;;jeune adulte;60;100;Gaule Narbonnaise;tombe 81;Loeschcke 1919, type VIII;79;30
3500;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt primaire de mobilier;;crémation secondaire à urne;masculin;;jeune adulte;60;100;Gaule Narbonnaise;tombe 81;Loeschcke 1919, type IV;;
3501;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier résiduel;;crémation secondaire à urne;masculin;;jeune adulte;60;100;Gaule Narbonnaise;tombe 81;;;
3502;SPTC;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier résiduel;;crémation secondaire à urne;masculin;;jeune adulte;60;100;Gaule Narbonnaise;tombe 81;;;
3503;MSB;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier déposé dans une inhumation;;inhumation en cercueil en bois;masculin;;jeune adulte;150;200;Gaule Narbonnaise;tombe 163;deneauve XIA;;
3504;NIMJJ;Gaule du sud;parure, vêtement;axe d'un collier;parure de cou;1;fer;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;approx. 200;
3505;NIMJJ;Gaule du sud;ameublement;clé;ameublement;1;fer;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;61;
3506;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14,6
3507;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14,2
3508;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14,6
3509;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14
3510;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14
3511;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;14
3512;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;17
3513;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;15
3514;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;16
3515;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;12
3516;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;pâte de verre;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;13,3
3517;NIMJJ;Gaule du sud;parure, vêtement;anneau;parure annulaire bague et anneau;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;
3518;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;16,2
3519;NIMJJ;Gaule du sud;parure, vêtement;perle;perle;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;21,2
3520;NIMJJ;Gaule du sud;parure, vêtement;anneau;parure annulaire bague et anneau;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;;
3521;NIMJJ;Gaule du sud;divers;cerclage;divers;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation en coffrage de dalles;indéterminé;6 mois - 1 an;infans I;50;100;Gaule Narbonnaise;SP1180, US 1306;;17,5;8
