ID;site_abbreviation;zone_geo;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
5243;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;3-5 ans;infans I;69;235;Gaule Narbonnaise;T85;"Rütti 1991, type AR 140 ; Isings 1957, type 82a1";;147
5244;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;extérieur urne;crémation secondaire à urne;indéterminé;3-5 ans;infans I;69;235;Gaule Narbonnaise;T85;;;
5245;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;sur urne;crémation secondaire indéterminée;indéterminé;3-6 ans;infans I;69;96;Gaule Narbonnaise;T13;;106;33
5246;STL;Gaule du sud;parure, vêtement;amulette;pendentif;1;os;dépôt primaire de mobilier;sur urne;crémation secondaire indéterminée;indéterminé;3-6 ans;infans I;69;96;Gaule Narbonnaise;T13;;41;15,5
5247;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire mixte;indéterminé;3-6 ans;infans I;14;68;Gaule Narbonnaise;T307;;;66
5248;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire mixte;indéterminé;3-6 ans;infans I;14;68;Gaule Narbonnaise;T307;;82;22
5249;STL;Gaule du sud;religion;statuette;statuette;1;terre cuite;modalité de dépôt inconnue;extérieur urne;crémation secondaire mixte;indéterminé;3-6 ans;infans I;14;68;Gaule Narbonnaise;T307;;;74
5250;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire mixte;indéterminé;3-6 ans;infans I;14;68;Gaule Narbonnaise;T307;;93;
5251;STL;Gaule du sud;ameublement;élément de placage;ameublement;1;os;dépôt primaire de mobilier;intérieur fosse;crémation secondaire à urne;indéterminé;20-49 ans;adulte;14;37;Gaule Narbonnaise;T210;;;
5252;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;20-49 ans;adulte;14;37;Gaule Narbonnaise;T268;;;
5253;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;20-49 ans;adulte;14;37;Gaule Narbonnaise;T268;;;71
5254;STL;Gaule du sud;parure, vêtement;pendentif;pendentif;1;os;modalité de dépôt inconnue;intérieur fosse;crémation secondaire à urne;indéterminé;20-49 ans;adulte;14;37;Gaule Narbonnaise;T268;;;
5255;PAU;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;modalité de dépôt inconnue;extérieur urne;crémation secondaire à urne;indéterminé;20-49 ans;adulte;-27;37;Gaule Narbonnaise;T26B;"Rütti 1991, type AR 128.1 ; Isings 1957, type 8";;12
5256;PAU;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur contenant;crémation secondaire mixte;indéterminé;20-55 ans;adulte;41;68;Gaule Narbonnaise;T39;;;
5257;STL;Gaule du sud;boisson;gobelet;récipient à boire;1;verre;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de dalles;masculin;30-59 ans;adulte mature;69;96;Gaule Narbonnaise;T299;;;8
5258;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de dalles;masculin;30-59 ans;adulte mature;69;96;Gaule Narbonnaise;T299;;;
5259;STL;Gaule du sud;boisson;gobelet;récipient à boire;1;verre;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de dalles;masculin;30-59 ans;adulte mature;69;96;Gaule Narbonnaise;T299;;;72
5260;PAU;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier déposé dans une inhumation;intérieur coffrage;inhumation de type indéterminé;masculin;30-59 ans;adulte mature;-27;235;Gaule Narbonnaise;T78;;108;28
5261;PAU;Gaule du sud;indéterminé;objet indéterminé;indéterminé;1;verre;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de tuile;masculin;30-59 ans;adulte mature;96;200;Gaule Narbonnaise;T96;;;
5262;PAU;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur coffrage;crémation secondaire en fosse;masculin;30-59 ans;adulte mature;96;200;Gaule Narbonnaise;T141;;;
5263;PAU;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de tuile;masculin;plus de 60 ans;adulte sénile;96;200;Gaule Narbonnaise;T152;;;83
5264;PAU;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier déposé dans une inhumation;intérieur coffrage;inhumation en coffrage de tuile;masculin;plus de 60 ans;adulte sénile;96;200;Gaule Narbonnaise;T152;;;
5265;STL;Gaule du sud;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;
5266;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;
5267;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;
5268;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;
5269;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;30
5270;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;modalité de dépôt inconnue;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;51
5271;STL;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;intérieur contenant;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;41;68;Gaule Narbonnaise;T152;;;
5272;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5273;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5274;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5275;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5276;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5277;STL;Gaule du sud;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5278;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5279;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5280;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5281;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;;;
5282;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;96;Gaule Narbonnaise;T251;"Rütti 1991, type AR 128.1 ; Isings 1957, type 8";;
5283;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;37;Gaule Narbonnaise;T269;;;105
5284;STL;Gaule du sud;toilette, hygiène;balsamaire;balsamaire;1;terre cuite;dépôt primaire de mobilier;intérieur fosse;crémation secondaire en fosse;indéterminé;;juvenis ou jeune adulte;-27;37;Gaule Narbonnaise;T269;;;72
5285;PAU;Gaule du sud;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;14;68;Gaule Narbonnaise;T15;;13;
5286;PAU;Gaule du sud;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;14;68;Gaule Narbonnaise;T15;;13;
5287;PAU;Gaule du sud;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;14;68;Gaule Narbonnaise;T15;;14;
5288;PAU;Gaule du sud;parure, vêtement;épingle;épingle;1;os;dépôt primaire de mobilier;intérieur urne;crémation secondaire à urne;indéterminé;;juvenis ou jeune adulte;14;68;Gaule Narbonnaise;T15;;14;
5289;PAU;Gaule du sud;éclairage;lampe à huile;éclairage;1;terre cuite;mobilier déposé dans une inhumation;intérieur fosse;inhumation collective;indéterminé;20-59 ans;adulte;50;400;Gaule Narbonnaise;T119A;;110;25
5290;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5291;RAS;Gaule du nord;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5292;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5293;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5294;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5295;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5296;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5297;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5298;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5299;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5300;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5301;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5302;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5303;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5304;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5305;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5306;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5307;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5308;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5309;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5310;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5311;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5312;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5313;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5314;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5315;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5316;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5317;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5318;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5319;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5320;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5321;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5322;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5323;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5324;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5325;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5326;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5327;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5328;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5329;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5330;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5331;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5332;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5333;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5334;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5335;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5336;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5337;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5338;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5339;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5340;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5341;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5342;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5343;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5344;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5345;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5346;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5347;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5348;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5349;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5350;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5351;RAS;Gaule du nord;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5352;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5353;RAS;Gaule du nord;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5354;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5355;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5356;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5357;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5358;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5359;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5360;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5361;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5362;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5363;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5364;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5365;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
5366;RAS;Gaule du nord;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
