ID;site_abbreviation;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
6994;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
6995;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
6996;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
6997;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
6998;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
6999;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7000;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7001;RAS;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7002;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7003;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7004;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7005;RAS;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7006;RAS;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7007;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7008;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7009;RAS;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7010;RAS;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7011;RAS;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7012;RAS;parure, vêtement;clou de chaussure;clou de chaussure;7;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7013;RAS;boisson;gobelet;récipient à boire;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7014;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7015;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7016;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7017;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7018;RAS;boisson;coupe;récipient à boire;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7019;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7020;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7021;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7022;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7023;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7024;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7025;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7026;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7027;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7028;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7029;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7030;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7031;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7032;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;4;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7033;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7034;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7035;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7036;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7037;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7038;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7039;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7040;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7041;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7042;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7043;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7044;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7045;RAS;indéterminé;objet indéterminé;indéterminé;5;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7046;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7047;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7048;RAS;indéterminé;objet indéterminé;indéterminé;4;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7049;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7050;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7051;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7052;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7053;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7054;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7055;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7056;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7057;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7058;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7059;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7060;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7061;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7062;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7063;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7064;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7065;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7066;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7067;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7068;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7069;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7070;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7071;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7072;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7073;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7074;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7075;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7076;RAS;indéterminé;objet indéterminé;indéterminé;22;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7077;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7078;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7079;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7080;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7081;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7082;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7083;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7084;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7085;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7086;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7087;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7088;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7089;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7090;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7091;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7092;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7093;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7094;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7095;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;6-12 ans;infans II;150;250;Gaule Belgique;F. 13353;;;
7096;FEU;parure, vêtement;fibule;grande fibule;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;masculin;30-59 ans;adulte mature;20;45;Germanie;tombe 150;Feugère 1985, type 4a1a;72;
7097;FEU;parure, vêtement;fibule;grande fibule;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;masculin;plus de 60 ans;adulte sénile;45;90;Germanie;tombe 151;;68;
7098;STGRRFUN;indéterminé;objet indéterminé;indéterminé;1;matériau osseux indéterminé;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;32;
7099;STGRRFUN;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;76;29
7100;STGRRFUN;commerce, échanges;bouteille;bouteille;1;verre;modalité de dépôt inconnue;utilisée comme urne;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;"Rütti 1991, type AR 160 ; Isings 1957, type 51a";;
7101;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7102;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7103;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7104;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7105;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7106;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5318, F. 20780;;;
7107;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5320, F. 20780;;;
7108;STGRRFUN;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;4-8 ans;infans I ou II;1;130;Germanie;UE 5321, F. 20780;;;
7109;FEU;parure, vêtement;fibule;fibule de taille indéterminée;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;4-8 ans;infans I ou II;-50;-30;Germanie;tombe 33;;;
7110;FEU;parure, vêtement;fibule;fibule moyenne;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;4-8 ans;infans I ou II;-50;-30;Germanie;tombe 33;Feugère 1985, type 4a1a;;
7111;FEU;parure, vêtement;fibule;grande fibule;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;4-8 ans;infans I ou II;-50;-30;Germanie;tombe 33;Feugère 1985, type 4a1a;108;
7112;FEU;chasse ou guerre;balle de fronde;chasse ou guerre;1;pierre;dépôt secondaire incertain;;crémation secondaire indéterminée;indéterminé;4-8 ans;infans I ou II;-50;-30;Germanie;tombe 33;;;
7113;FEU;chasse ou guerre;balle de fronde;chasse ou guerre;1;pierre;dépôt secondaire incertain;;crémation secondaire indéterminée;indéterminé;4-8 ans;infans I ou II;-50;-30;Germanie;tombe 33;;;
7114;STGRRFUN;boisson;biberon;récipient à boire;1;terre cuite;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;9-12 mois;infans I;1;130;Germanie;UE 5102, F. 20682;;;67
7115;SEPTD;parure, vêtement;fibule;fibule moyenne;1;fer;modalité de dépôt inconnue;;crémation secondaire à urne;féminin ?;20-40 ans;adulte;70;100;Germanie;grab 124;;43;
7116;SEPTD;parure, vêtement;fibule;fibule moyenne;1;fer;modalité de dépôt inconnue;;crémation secondaire à urne;féminin ?;20-40 ans;adulte;70;100;Germanie;grab 124;;42,2;
7117;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;féminin ?;20-40 ans;adulte;135;175;Germanie;grab 136;Feugère 1985, type 26b1;45;
7118;SEPTD;parure, vêtement;fibule;fibule de taille indéterminée;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;féminin ?;20-40 ans;adulte;135;175;Germanie;grab 136;;;
7119;FEU;parure, vêtement;perle;perle;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7120;FEU;parure, vêtement;bracelet;parure de bras;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7121;FEU;ameublement;plaque de serrure de coffret;ameublement;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;117;
7122;FEU;ameublement;charnière;ameublement;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7123;FEU;ameublement;verrou de serrure de coffret;ameublement;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7124;FEU;ameublement;charnière;ameublement;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7125;FEU;ameublement;clé;ameublement;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7126;FEU;boisson;coupe;récipient à boire;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7127;FEU;agriculture, élevage;lame de forces ?;indéterminé;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7128;FEU;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7129;FEU;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
7130;FEU;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;féminin ?;20-40 ans;adulte;45;90;Germanie;tombe 87;;;
